"time","indata_3263","indata_0031","inkey_3263","inkey_0031","decipher","ds","rst"
0.942,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.943,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.944,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.945,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.946,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.947,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.948,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.949,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.95,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.951,-1290368963,-978969719,322197369,-1682120719,1,1,0
0.952,-1290368963,-978969719,322197369,-1682120719,1,0,0
0.953,1869575272,1701978228,238195250,-361951885,0,1,0
0.954,1869575272,1701978228,238195250,-361951885,0,1,0
0.955,1869575272,1701978228,238195250,-361951885,0,1,0
0.956,1869575272,1701978228,238195250,-361951885,0,1,0
0.957,1869575272,1701978228,238195250,-361951885,0,1,0
0.958,1869575272,1701978228,238195250,-361951885,0,1,0
0.959,1869575272,1701978228,238195250,-361951885,0,1,0
0.96,1869575272,1701978228,238195250,-361951885,0,1,0
0.961,1869575272,1701978228,238195250,-361951885,0,1,0
0.962,1869575272,1701978228,238195250,-361951885,0,1,0
0.963,1869575272,1701978228,238195250,-361951885,0,1,0
0.964,1869575272,1701978228,238195250,-361951885,0,1,0
0.965,1869575272,1701978228,238195250,-361951885,0,1,0
0.966,1869575272,1701978228,238195250,-361951885,0,1,0
0.967,1869575272,1701978228,238195250,-361951885,0,1,0
0.968,1869575272,1701978228,238195250,-361951885,0,1,0
0.969,1869575272,1701978228,238195250,-361951885,0,0,0
0.97,1207069092,-700218992,238195250,-361951885,1,1,0
0.971,1207069092,-700218992,238195250,-361951885,1,1,0
0.972,1207069092,-700218992,238195250,-361951885,1,1,0
0.973,1207069092,-700218992,238195250,-361951885,1,1,0
0.974,1207069092,-700218992,238195250,-361951885,1,1,0
0.975,1207069092,-700218992,238195250,-361951885,1,1,0
0.976,1207069092,-700218992,238195250,-361951885,1,1,0
0.977,1207069092,-700218992,238195250,-361951885,1,1,0
0.978,1207069092,-700218992,238195250,-361951885,1,1,0
0.979,1207069092,-700218992,238195250,-361951885,1,1,0
0.98,1207069092,-700218992,238195250,-361951885,1,1,0
0.981,1207069092,-700218992,238195250,-361951885,1,1,0
0.982,1207069092,-700218992,238195250,-361951885,1,1,0
0.983,1207069092,-700218992,238195250,-361951885,1,1,0
0.984,1207069092,-700218992,238195250,-361951885,1,1,0
0.985,1207069092,-700218992,238195250,-361951885,1,1,0
0.986,1207069092,-700218992,238195250,-361951885,1,0,0
0.987,1751215648,1986098021,238195250,-361951885,0,1,0
0.988,1751215648,1986098021,238195250,-361951885,0,1,0
0.989,1751215648,1986098021,238195250,-361951885,0,1,0
0.99,1751215648,1986098021,238195250,-361951885,0,1,0
0.991,1751215648,1986098021,238195250,-361951885,0,1,0
0.992,1751215648,1986098021,238195250,-361951885,0,1,0
0.993,1751215648,1986098021,238195250,-361951885,0,1,0
0.994,1751215648,1986098021,238195250,-361951885,0,1,0
0.995,1751215648,1986098021,238195250,-361951885,0,1,0
0.996,1751215648,1986098021,238195250,-361951885,0,1,0
0.997,1751215648,1986098021,238195250,-361951885,0,1,0
0.998,1751215648,1986098021,238195250,-361951885,0,1,0
0.999,1751215648,1986098021,238195250,-361951885,0,1,0
1,1751215648,1986098021,238195250,-361951885,0,1,0
1.001,1751215648,1986098021,238195250,-361951885,0,1,0
1.002,1751215648,1986098021,238195250,-361951885,0,1,0
1.003,1751215648,1986098021,238195250,-361951885,0,0,0
1.004,-640340104,-181042023,238195250,-361951885,1,1,0
1.005,-640340104,-181042023,238195250,-361951885,1,1,0
1.006,-640340104,-181042023,238195250,-361951885,1,1,0
1.007,-640340104,-181042023,238195250,-361951885,1,1,0
1.008,-640340104,-181042023,238195250,-361951885,1,1,0
1.009,-640340104,-181042023,238195250,-361951885,1,1,0
1.01,-640340104,-181042023,238195250,-361951885,1,1,0
1.011,-640340104,-181042023,238195250,-361951885,1,1,0
1.012,-640340104,-181042023,238195250,-361951885,1,1,0
1.013,-640340104,-181042023,238195250,-361951885,1,1,0
1.014,-640340104,-181042023,238195250,-361951885,1,1,0
1.015,-640340104,-181042023,238195250,-361951885,1,1,0
1.016,-640340104,-181042023,238195250,-361951885,1,1,0
1.017,-640340104,-181042023,238195250,-361951885,1,1,0
1.018,-640340104,-181042023,238195250,-361951885,1,1,0
1.019,-640340104,-181042023,238195250,-361951885,1,1,0
1.02,-640340104,-181042023,238195250,-361951885,1,0,0
1.021,1818848869,218759168,238195250,-361951885,0,1,0
1.022,1818848869,218759168,238195250,-361951885,0,1,0
1.023,1818848869,218759168,238195250,-361951885,0,1,0
1.024,1818848869,218759168,238195250,-361951885,0,1,0
1.025,1818848869,218759168,238195250,-361951885,0,1,0
1.026,1818848869,218759168,238195250,-361951885,0,1,0
1.027,1818848869,218759168,238195250,-361951885,0,1,0
1.028,1818848869,218759168,238195250,-361951885,0,1,0
1.029,1818848869,218759168,238195250,-361951885,0,1,0
1.03,1818848869,218759168,238195250,-361951885,0,1,0
1.031,1818848869,218759168,238195250,-361951885,0,1,0
1.032,1818848869,218759168,238195250,-361951885,0,1,0
1.033,1818848869,218759168,238195250,-361951885,0,1,0
1.034,1818848869,218759168,238195250,-361951885,0,1,0
1.035,1818848869,218759168,238195250,-361951885,0,1,0
1.036,1818848869,218759168,238195250,-361951885,0,1,0
1.037,1818848869,218759168,238195250,-361951885,0,0,0
1.038,-2104833612,1407247955,238195250,-361951885,1,1,0
1.039,-2104833612,1407247955,238195250,-361951885,1,1,0
1.04,-2104833612,1407247955,238195250,-361951885,1,1,0
1.041,-2104833612,1407247955,238195250,-361951885,1,1,0
1.042,-2104833612,1407247955,238195250,-361951885,1,1,0
1.043,-2104833612,1407247955,238195250,-361951885,1,1,0
1.044,-2104833612,1407247955,238195250,-361951885,1,1,0
1.045,-2104833612,1407247955,238195250,-361951885,1,1,0
1.046,-2104833612,1407247955,238195250,-361951885,1,1,0
1.047,-2104833612,1407247955,238195250,-361951885,1,1,0
1.048,-2104833612,1407247955,238195250,-361951885,1,1,0
1.049,-2104833612,1407247955,238195250,-361951885,1,1,0
1.05,-2104833612,1407247955,238195250,-361951885,1,1,0
1.051,-2104833612,1407247955,238195250,-361951885,1,1,0
1.052,-2104833612,1407247955,238195250,-361951885,1,1,0
1.053,-2104833612,1407247955,238195250,-361951885,1,1,0
1.054,-2104833612,1407247955,238195250,-361951885,1,0,0
1.055,322197369,-1682120719,238195250,-361951885,0,1,0
1.056,322197369,-1682120719,238195250,-361951885,0,1,0
1.057,322197369,-1682120719,238195250,-361951885,0,1,0
1.058,322197369,-1682120719,238195250,-361951885,0,1,0
1.059,322197369,-1682120719,238195250,-361951885,0,1,0
1.06,322197369,-1682120719,238195250,-361951885,0,1,0
1.061,322197369,-1682120719,238195250,-361951885,0,1,0
1.062,322197369,-1682120719,238195250,-361951885,0,1,0
1.063,322197369,-1682120719,238195250,-361951885,0,1,0
1.064,322197369,-1682120719,238195250,-361951885,0,1,0
1.065,322197369,-1682120719,238195250,-361951885,0,1,0
1.066,322197369,-1682120719,238195250,-361951885,0,1,0
1.067,322197369,-1682120719,238195250,-361951885,0,1,0
1.068,322197369,-1682120719,238195250,-361951885,0,1,0
1.069,322197369,-1682120719,238195250,-361951885,0,1,0
1.07,322197369,-1682120719,238195250,-361951885,0,1,0
1.071,322197369,-1682120719,238195250,-361951885,0,0,0
1.072,663136555,-911747836,238195250,-361951885,1,1,0
1.073,663136555,-911747836,238195250,-361951885,1,1,0
1.074,663136555,-911747836,238195250,-361951885,1,1,0
1.075,663136555,-911747836,238195250,-361951885,1,1,0
1.076,663136555,-911747836,238195250,-361951885,1,1,0
1.077,663136555,-911747836,238195250,-361951885,1,1,0
1.078,663136555,-911747836,238195250,-361951885,1,1,0
1.079,663136555,-911747836,238195250,-361951885,1,1,0
1.08,663136555,-911747836,238195250,-361951885,1,1,0
1.081,663136555,-911747836,238195250,-361951885,1,1,0
1.082,663136555,-911747836,238195250,-361951885,1,1,0
1.083,663136555,-911747836,238195250,-361951885,1,1,0
1.084,663136555,-911747836,238195250,-361951885,1,1,0
1.085,663136555,-911747836,238195250,-361951885,1,1,0
1.086,663136555,-911747836,238195250,-361951885,1,1,0
1.087,663136555,-911747836,238195250,-361951885,1,1,0
1.088,663136555,-911747836,238195250,-361951885,1,0,0
1.089,19088743,-1985229329,322197369,-1682120719,0,1,0
1.09,19088743,-1985229329,322197369,-1682120719,0,1,0
1.091,19088743,-1985229329,322197369,-1682120719,0,1,0
1.092,19088743,-1985229329,322197369,-1682120719,0,1,0
1.093,19088743,-1985229329,322197369,-1682120719,0,1,0
1.094,19088743,-1985229329,322197369,-1682120719,0,1,0
1.095,19088743,-1985229329,322197369,-1682120719,0,1,0
1.096,19088743,-1985229329,322197369,-1682120719,0,1,0
1.097,19088743,-1985229329,322197369,-1682120719,0,1,0
1.098,19088743,-1985229329,322197369,-1682120719,0,1,0
1.099,19088743,-1985229329,322197369,-1682120719,0,1,0
1.1,19088743,-1985229329,322197369,-1682120719,0,1,0
1.101,19088743,-1985229329,322197369,-1682120719,0,1,0
1.102,19088743,-1985229329,322197369,-1682120719,0,1,0
1.103,19088743,-1985229329,322197369,-1682120719,0,1,0
1.104,19088743,-1985229329,322197369,-1682120719,0,1,0
1.105,19088743,-1985229329,322197369,-1682120719,0,0,0
1.106,-2048388268,252359685,322197369,-1682120719,1,1,0
1.107,-2048388268,252359685,322197369,-1682120719,1,1,0
1.108,-2048388268,252359685,322197369,-1682120719,1,1,0
1.109,-2048388268,252359685,322197369,-1682120719,1,1,0
1.11,-2048388268,252359685,322197369,-1682120719,1,1,0
1.111,-2048388268,252359685,322197369,-1682120719,1,1,0
1.112,-2048388268,252359685,322197369,-1682120719,1,1,0
1.113,-2048388268,252359685,322197369,-1682120719,1,1,0
1.114,-2048388268,252359685,322197369,-1682120719,1,1,0
1.115,-2048388268,252359685,322197369,-1682120719,1,1,0
1.116,-2048388268,252359685,322197369,-1682120719,1,1,0
1.117,-2048388268,252359685,322197369,-1682120719,1,1,0
1.118,-2048388268,252359685,322197369,-1682120719,1,1,0
1.119,-2048388268,252359685,322197369,-1682120719,1,1,0
1.12,-2048388268,252359685,322197369,-1682120719,1,1,0
1.121,-2048388268,252359685,322197369,-1682120719,1,1,0
1.122,-2048388268,252359685,322197369,-1682120719,1,0,0
1.123,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.124,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.125,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.126,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.127,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.128,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.129,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.13,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.131,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.132,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.133,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.134,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.135,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.136,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.137,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.138,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.139,-2021161081,-2021161081,322197369,-1682120719,0,0,0
1.14,309334259,-859300444,322197369,-1682120719,1,1,0
1.141,309334259,-859300444,322197369,-1682120719,1,1,0
1.142,309334259,-859300444,322197369,-1682120719,1,1,0
1.143,309334259,-859300444,322197369,-1682120719,1,1,0
1.144,309334259,-859300444,322197369,-1682120719,1,1,0
1.145,309334259,-859300444,322197369,-1682120719,1,1,0
1.146,309334259,-859300444,322197369,-1682120719,1,1,0
1.147,309334259,-859300444,322197369,-1682120719,1,1,0
1.148,309334259,-859300444,322197369,-1682120719,1,1,0
1.149,309334259,-859300444,322197369,-1682120719,1,1,0
1.15,309334259,-859300444,322197369,-1682120719,1,1,0
1.151,309334259,-859300444,322197369,-1682120719,1,1,0
1.152,309334259,-859300444,322197369,-1682120719,1,1,0
1.153,309334259,-859300444,322197369,-1682120719,1,1,0
1.154,309334259,-859300444,322197369,-1682120719,1,1,0
1.155,309334259,-859300444,322197369,-1682120719,1,1,0
1.156,309334259,-859300444,322197369,-1682120719,1,0,0
1.157,1500476786,543975792,322197369,-1682120719,0,1,0
1.158,1500476786,543975792,322197369,-1682120719,0,1,0
1.159,1500476786,543975792,322197369,-1682120719,0,1,0
1.16,1500476786,543975792,322197369,-1682120719,0,1,0
1.161,1500476786,543975792,322197369,-1682120719,0,1,0
1.162,1500476786,543975792,322197369,-1682120719,0,1,0
1.163,1500476786,543975792,322197369,-1682120719,0,1,0
1.164,1500476786,543975792,322197369,-1682120719,0,1,0
1.165,1500476786,543975792,322197369,-1682120719,0,1,0
1.166,1500476786,543975792,322197369,-1682120719,0,1,0
1.167,1500476786,543975792,322197369,-1682120719,0,1,0
1.168,1500476786,543975792,322197369,-1682120719,0,1,0
1.169,1500476786,543975792,322197369,-1682120719,0,1,0
1.17,1500476786,543975792,322197369,-1682120719,0,1,0
1.171,1500476786,543975792,322197369,-1682120719,0,1,0
1.172,1500476786,543975792,322197369,-1682120719,0,1,0
1.173,1500476786,543975792,322197369,-1682120719,0,0,0
1.174,1760299270,1642118831,322197369,-1682120719,1,1,0
1.175,1760299270,1642118831,322197369,-1682120719,1,1,0
1.176,1760299270,1642118831,322197369,-1682120719,1,1,0
1.177,1760299270,1642118831,322197369,-1682120719,1,1,0
1.178,1760299270,1642118831,322197369,-1682120719,1,1,0
1.179,1760299270,1642118831,322197369,-1682120719,1,1,0
1.18,1760299270,1642118831,322197369,-1682120719,1,1,0
1.181,1760299270,1642118831,322197369,-1682120719,1,1,0
1.182,1760299270,1642118831,322197369,-1682120719,1,1,0
1.183,1760299270,1642118831,322197369,-1682120719,1,1,0
1.184,1760299270,1642118831,322197369,-1682120719,1,1,0
1.185,1760299270,1642118831,322197369,-1682120719,1,1,0
1.186,1760299270,1642118831,322197369,-1682120719,1,1,0
1.187,1760299270,1642118831,322197369,-1682120719,1,1,0
1.188,1760299270,1642118831,322197369,-1682120719,1,1,0
1.189,1760299270,1642118831,322197369,-1682120719,1,1,0
1.19,1760299270,1642118831,322197369,-1682120719,1,0,0
1.191,1931501938,1696625517,322197369,-1682120719,0,1,0
1.192,1931501938,1696625517,322197369,-1682120719,0,1,0
1.193,1931501938,1696625517,322197369,-1682120719,0,1,0
1.194,1931501938,1696625517,322197369,-1682120719,0,1,0
1.195,1931501938,1696625517,322197369,-1682120719,0,1,0
1.196,1931501938,1696625517,322197369,-1682120719,0,1,0
1.197,1931501938,1696625517,322197369,-1682120719,0,1,0
1.198,1931501938,1696625517,322197369,-1682120719,0,1,0
1.199,1931501938,1696625517,322197369,-1682120719,0,1,0
1.2,1931501938,1696625517,322197369,-1682120719,0,1,0
1.201,1931501938,1696625517,322197369,-1682120719,0,1,0
1.202,1931501938,1696625517,322197369,-1682120719,0,1,0
1.203,1931501938,1696625517,322197369,-1682120719,0,1,0
1.204,1931501938,1696625517,322197369,-1682120719,0,1,0
1.205,1931501938,1696625517,322197369,-1682120719,0,1,0
1.206,1931501938,1696625517,322197369,-1682120719,0,1,0
1.207,1931501938,1696625517,322197369,-1682120719,0,0,0
1.208,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.209,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.21,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.211,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.212,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.213,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.214,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.215,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.216,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.217,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.218,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.219,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.22,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.221,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.222,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.223,-1290368963,-978969719,322197369,-1682120719,1,1,0
1.224,-1290368963,-978969719,322197369,-1682120719,1,0,0
1.225,1869575272,1701978228,238195250,-361951885,0,1,0
1.226,1869575272,1701978228,238195250,-361951885,0,1,0
1.227,1869575272,1701978228,238195250,-361951885,0,1,0
1.228,1869575272,1701978228,238195250,-361951885,0,1,0
1.229,1869575272,1701978228,238195250,-361951885,0,1,0
1.23,1869575272,1701978228,238195250,-361951885,0,1,0
1.231,1869575272,1701978228,238195250,-361951885,0,1,0
1.232,1869575272,1701978228,238195250,-361951885,0,1,0
1.233,1869575272,1701978228,238195250,-361951885,0,1,0
1.234,1869575272,1701978228,238195250,-361951885,0,1,0
1.235,1869575272,1701978228,238195250,-361951885,0,1,0
1.236,1869575272,1701978228,238195250,-361951885,0,1,0
1.237,1869575272,1701978228,238195250,-361951885,0,1,0
1.238,1869575272,1701978228,238195250,-361951885,0,1,0
1.239,1869575272,1701978228,238195250,-361951885,0,1,0
1.24,1869575272,1701978228,238195250,-361951885,0,1,0
1.241,1869575272,1701978228,238195250,-361951885,0,0,0
1.242,1207069092,-700218992,238195250,-361951885,1,1,0
1.243,1207069092,-700218992,238195250,-361951885,1,1,0
1.244,1207069092,-700218992,238195250,-361951885,1,1,0
1.245,1207069092,-700218992,238195250,-361951885,1,1,0
1.246,1207069092,-700218992,238195250,-361951885,1,1,0
1.247,1207069092,-700218992,238195250,-361951885,1,1,0
1.248,1207069092,-700218992,238195250,-361951885,1,1,0
1.249,1207069092,-700218992,238195250,-361951885,1,1,0
1.25,1207069092,-700218992,238195250,-361951885,1,1,0
1.251,1207069092,-700218992,238195250,-361951885,1,1,0
1.252,1207069092,-700218992,238195250,-361951885,1,1,0
1.253,1207069092,-700218992,238195250,-361951885,1,1,0
1.254,1207069092,-700218992,238195250,-361951885,1,1,0
1.255,1207069092,-700218992,238195250,-361951885,1,1,0
1.256,1207069092,-700218992,238195250,-361951885,1,1,0
1.257,1207069092,-700218992,238195250,-361951885,1,1,0
1.258,1207069092,-700218992,238195250,-361951885,1,0,0
1.259,1751215648,1986098021,238195250,-361951885,0,1,0
1.26,1751215648,1986098021,238195250,-361951885,0,1,0
1.261,1751215648,1986098021,238195250,-361951885,0,1,0
1.262,1751215648,1986098021,238195250,-361951885,0,1,0
1.263,1751215648,1986098021,238195250,-361951885,0,1,0
1.264,1751215648,1986098021,238195250,-361951885,0,1,0
1.265,1751215648,1986098021,238195250,-361951885,0,1,0
1.266,1751215648,1986098021,238195250,-361951885,0,1,0
1.267,1751215648,1986098021,238195250,-361951885,0,1,0
1.268,1751215648,1986098021,238195250,-361951885,0,1,0
1.269,1751215648,1986098021,238195250,-361951885,0,1,0
1.27,1751215648,1986098021,238195250,-361951885,0,1,0
1.271,1751215648,1986098021,238195250,-361951885,0,1,0
1.272,1751215648,1986098021,238195250,-361951885,0,1,0
1.273,1751215648,1986098021,238195250,-361951885,0,1,0
1.274,1751215648,1986098021,238195250,-361951885,0,1,0
1.275,1751215648,1986098021,238195250,-361951885,0,0,0
1.276,-640340104,-181042023,238195250,-361951885,1,1,0
1.277,-640340104,-181042023,238195250,-361951885,1,1,0
1.278,-640340104,-181042023,238195250,-361951885,1,1,0
1.279,-640340104,-181042023,238195250,-361951885,1,1,0
1.28,-640340104,-181042023,238195250,-361951885,1,1,0
1.281,-640340104,-181042023,238195250,-361951885,1,1,0
1.282,-640340104,-181042023,238195250,-361951885,1,1,0
1.283,-640340104,-181042023,238195250,-361951885,1,1,0
1.284,-640340104,-181042023,238195250,-361951885,1,1,0
1.285,-640340104,-181042023,238195250,-361951885,1,1,0
1.286,-640340104,-181042023,238195250,-361951885,1,1,0
1.287,-640340104,-181042023,238195250,-361951885,1,1,0
1.288,-640340104,-181042023,238195250,-361951885,1,1,0
1.289,-640340104,-181042023,238195250,-361951885,1,1,0
1.29,-640340104,-181042023,238195250,-361951885,1,1,0
1.291,-640340104,-181042023,238195250,-361951885,1,1,0
1.292,-640340104,-181042023,238195250,-361951885,1,0,0
1.293,1818848869,218759168,238195250,-361951885,0,1,0
1.294,1818848869,218759168,238195250,-361951885,0,1,0
1.295,1818848869,218759168,238195250,-361951885,0,1,0
1.296,1818848869,218759168,238195250,-361951885,0,1,0
1.297,1818848869,218759168,238195250,-361951885,0,1,0
1.298,1818848869,218759168,238195250,-361951885,0,1,0
1.299,1818848869,218759168,238195250,-361951885,0,1,0
1.3,1818848869,218759168,238195250,-361951885,0,1,0
1.301,1818848869,218759168,238195250,-361951885,0,1,0
1.302,1818848869,218759168,238195250,-361951885,0,1,0
1.303,1818848869,218759168,238195250,-361951885,0,1,0
1.304,1818848869,218759168,238195250,-361951885,0,1,0
1.305,1818848869,218759168,238195250,-361951885,0,1,0
1.306,1818848869,218759168,238195250,-361951885,0,1,0
1.307,1818848869,218759168,238195250,-361951885,0,1,0
1.308,1818848869,218759168,238195250,-361951885,0,1,0
1.309,1818848869,218759168,238195250,-361951885,0,0,0
1.31,-2104833612,1407247955,238195250,-361951885,1,1,0
1.311,-2104833612,1407247955,238195250,-361951885,1,1,0
1.312,-2104833612,1407247955,238195250,-361951885,1,1,0
1.313,-2104833612,1407247955,238195250,-361951885,1,1,0
1.314,-2104833612,1407247955,238195250,-361951885,1,1,0
1.315,-2104833612,1407247955,238195250,-361951885,1,1,0
1.316,-2104833612,1407247955,238195250,-361951885,1,1,0
1.317,-2104833612,1407247955,238195250,-361951885,1,1,0
1.318,-2104833612,1407247955,238195250,-361951885,1,1,0
1.319,-2104833612,1407247955,238195250,-361951885,1,1,0
1.32,-2104833612,1407247955,238195250,-361951885,1,1,0
1.321,-2104833612,1407247955,238195250,-361951885,1,1,0
1.322,-2104833612,1407247955,238195250,-361951885,1,1,0
1.323,-2104833612,1407247955,238195250,-361951885,1,1,0
1.324,-2104833612,1407247955,238195250,-361951885,1,1,0
1.325,-2104833612,1407247955,238195250,-361951885,1,1,0
1.326,-2104833612,1407247955,238195250,-361951885,1,0,0
1.327,322197369,-1682120719,238195250,-361951885,0,1,0
1.328,322197369,-1682120719,238195250,-361951885,0,1,0
1.329,322197369,-1682120719,238195250,-361951885,0,1,0
1.33,322197369,-1682120719,238195250,-361951885,0,1,0
1.331,322197369,-1682120719,238195250,-361951885,0,1,0
1.332,322197369,-1682120719,238195250,-361951885,0,1,0
1.333,322197369,-1682120719,238195250,-361951885,0,1,0
1.334,322197369,-1682120719,238195250,-361951885,0,1,0
1.335,322197369,-1682120719,238195250,-361951885,0,1,0
1.336,322197369,-1682120719,238195250,-361951885,0,1,0
1.337,322197369,-1682120719,238195250,-361951885,0,1,0
1.338,322197369,-1682120719,238195250,-361951885,0,1,0
1.339,322197369,-1682120719,238195250,-361951885,0,1,0
1.34,322197369,-1682120719,238195250,-361951885,0,1,0
1.341,322197369,-1682120719,238195250,-361951885,0,1,0
1.342,322197369,-1682120719,238195250,-361951885,0,1,0
1.343,322197369,-1682120719,238195250,-361951885,0,0,0
1.344,663136555,-911747836,238195250,-361951885,1,1,0
1.345,663136555,-911747836,238195250,-361951885,1,1,0
1.346,663136555,-911747836,238195250,-361951885,1,1,0
1.347,663136555,-911747836,238195250,-361951885,1,1,0
1.348,663136555,-911747836,238195250,-361951885,1,1,0
1.349,663136555,-911747836,238195250,-361951885,1,1,0
1.35,663136555,-911747836,238195250,-361951885,1,1,0
1.351,663136555,-911747836,238195250,-361951885,1,1,0
1.352,663136555,-911747836,238195250,-361951885,1,1,0
1.353,663136555,-911747836,238195250,-361951885,1,1,0
1.354,663136555,-911747836,238195250,-361951885,1,1,0
1.355,663136555,-911747836,238195250,-361951885,1,1,0
1.356,663136555,-911747836,238195250,-361951885,1,1,0
1.357,663136555,-911747836,238195250,-361951885,1,1,0
1.358,663136555,-911747836,238195250,-361951885,1,1,0
1.359,663136555,-911747836,238195250,-361951885,1,1,0
1.36,663136555,-911747836,238195250,-361951885,1,0,0
1.361,19088743,-1985229329,322197369,-1682120719,0,1,0
1.362,19088743,-1985229329,322197369,-1682120719,0,1,0
1.363,19088743,-1985229329,322197369,-1682120719,0,1,0
1.364,19088743,-1985229329,322197369,-1682120719,0,1,0
1.365,19088743,-1985229329,322197369,-1682120719,0,1,0
1.366,19088743,-1985229329,322197369,-1682120719,0,1,0
1.367,19088743,-1985229329,322197369,-1682120719,0,1,0
1.368,19088743,-1985229329,322197369,-1682120719,0,1,0
1.369,19088743,-1985229329,322197369,-1682120719,0,1,0
1.37,19088743,-1985229329,322197369,-1682120719,0,1,0
1.371,19088743,-1985229329,322197369,-1682120719,0,1,0
1.372,19088743,-1985229329,322197369,-1682120719,0,1,0
1.373,19088743,-1985229329,322197369,-1682120719,0,1,0
1.374,19088743,-1985229329,322197369,-1682120719,0,1,0
1.375,19088743,-1985229329,322197369,-1682120719,0,1,0
1.376,19088743,-1985229329,322197369,-1682120719,0,1,0
1.377,19088743,-1985229329,322197369,-1682120719,0,0,0
1.378,-2048388268,252359685,322197369,-1682120719,1,1,0
1.379,-2048388268,252359685,322197369,-1682120719,1,1,0
1.38,-2048388268,252359685,322197369,-1682120719,1,1,0
1.381,-2048388268,252359685,322197369,-1682120719,1,1,0
1.382,-2048388268,252359685,322197369,-1682120719,1,1,0
1.383,-2048388268,252359685,322197369,-1682120719,1,1,0
1.384,-2048388268,252359685,322197369,-1682120719,1,1,0
1.385,-2048388268,252359685,322197369,-1682120719,1,1,0
1.386,-2048388268,252359685,322197369,-1682120719,1,1,0
1.387,-2048388268,252359685,322197369,-1682120719,1,1,0
1.388,-2048388268,252359685,322197369,-1682120719,1,1,0
1.389,-2048388268,252359685,322197369,-1682120719,1,1,0
1.39,-2048388268,252359685,322197369,-1682120719,1,1,0
1.391,-2048388268,252359685,322197369,-1682120719,1,1,0
1.392,-2048388268,252359685,322197369,-1682120719,1,1,0
1.393,-2048388268,252359685,322197369,-1682120719,1,1,0
1.394,-2048388268,252359685,322197369,-1682120719,1,0,0
1.395,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.396,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.397,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.398,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.399,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.4,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.401,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.402,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.403,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.404,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.405,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.406,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.407,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.408,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.409,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.41,-2021161081,-2021161081,322197369,-1682120719,0,1,0
1.411,-2021161081,-2021161081,322197369,-1682120719,0,0,0
1.412,309334259,-859300444,322197369,-1682120719,1,1,0
1.413,309334259,-859300444,322197369,-1682120719,1,1,0
1.414,309334259,-859300444,322197369,-1682120719,1,1,0
