"time","Noise","Noise_0Filt","Noise_0Filt_0Sat","Sine","Sine_0Filt","Sine_0Filt_0Quantized"
6.58,-0.167073,0.171455,0.171455,0.584951,-0.369654,-0.4
6.58,-0.167073,0.171455,0.171455,0.584951,-0.369654,-0.4
6.6,-0.167073,0.171455,0.171455,0.623083,-0.330432,-0.4
6.6,0.541161,0.230528,0.230528,0.623083,-0.330432,-0.3
6.62,0.541161,0.230528,0.230528,0.660965,-0.291078,-0.3
6.62,0.541161,0.230528,0.230528,0.660965,-0.291078,-0.3
6.64,0.541161,0.230528,0.230528,0.698583,-0.251607,-0.3
6.64,0.541161,0.230528,0.230528,0.698583,-0.251607,-0.3
6.65,0.541161,0.230528,0.230528,0.717288,-0.231833,-0.3
6.65,-1.95229,-0.0250356,-0.0250356,0.717288,-0.231833,-0.3
6.66,-1.95229,-0.0250356,-0.0250356,0.735921,-0.212035,-0.3
6.66,-1.95229,-0.0250356,-0.0250356,0.735921,-0.212035,-0.2
6.68,-1.95229,-0.0250356,-0.0250356,0.772965,-0.172379,-0.2
6.68,-1.95229,-0.0250356,-0.0250356,0.772965,-0.172379,-0.2
6.7,-1.95229,-0.0250356,-0.0250356,0.8097,-0.132654,-0.2
6.7,-0.581872,-0.0965179,-0.0965179,0.8097,-0.132654,-0.1
6.72,-0.581872,-0.0965179,-0.0965179,0.846111,-0.0928757,-0.1
6.72,-0.581872,-0.0965179,-0.0965179,0.846111,-0.0928757,-0.1
6.74,-0.581872,-0.0965179,-0.0965179,0.882183,-0.0530603,-0.1
6.74,-0.581872,-0.0965179,-0.0965179,0.882183,-0.0530603,-0.1
6.75,-0.581872,-0.0965179,-0.0965179,0.900088,-0.0331434,-0.1
6.75,-1.94898,-0.335314,-0.335314,0.900088,-0.0331434,-0.1
6.76,-1.94898,-0.335314,-0.335314,0.917903,-0.0132233,-0.1
6.76,-1.94898,-0.335314,-0.335314,0.917903,-0.0132233,-0
6.78,-1.94898,-0.335314,-0.335314,0.953255,0.0266186,-0
6.78,-1.94898,-0.335314,-0.335314,0.953255,0.0266186,0
6.8,-1.94898,-0.335314,-0.335314,0.988227,0.0664499,0
6.8,1.09808,-0.181289,-0.181289,0.988227,0.0664499,0.1
6.82,1.09808,-0.181289,-0.181289,1.0228,0.106255,0.1
6.82,1.09808,-0.181289,-0.181289,1.0228,0.106255,0.1
6.84,1.09808,-0.181289,-0.181289,1.05697,0.146017,0.1
6.84,1.09808,-0.181289,-0.181289,1.05697,0.146017,0.1
6.85,1.09808,-0.181289,-0.181289,1.0739,0.165877,0.1
6.85,1.70933,0.0414421,0.0414421,1.0739,0.165877,0.1
6.86,1.70933,0.0414421,0.0414421,1.09071,0.185721,0.1
6.86,1.70933,0.0414421,0.0414421,1.09071,0.185721,0.2
6.88,1.70933,0.0414421,0.0414421,1.12402,0.22535,0.2
6.88,1.70933,0.0414421,0.0414421,1.12402,0.22535,0.2
6.9,1.70933,0.0414421,0.0414421,1.15688,0.26489,0.2
6.9,-0.25945,0.00693878,0.00693878,1.15688,0.26489,0.3
6.92,-0.25945,0.00693878,0.00693878,1.18928,0.304323,0.3
6.92,-0.25945,0.00693878,0.00693878,1.18928,0.304323,0.3
6.94,-0.25945,0.00693878,0.00693878,1.22119,0.343635,0.3
6.94,-0.25945,0.00693878,0.00693878,1.22119,0.343635,0.3
6.95,-0.25945,0.00693878,0.00693878,1.23697,0.36324,0.3
6.95,0.543353,0.074511,0.074511,1.23697,0.36324,0.3
6.96,0.543353,0.074511,0.074511,1.25263,0.38281,0.3
6.96,0.543353,0.074511,0.074511,1.25263,0.38281,0.4
6.98,0.543353,0.074511,0.074511,1.28356,0.421831,0.4
6.98,0.543353,0.074511,0.074511,1.28356,0.421831,0.4
7,0.543353,0.074511,0.074511,1.31397,0.460683,0.4
7,0.994067,0.195044,0.195044,1.31397,0.460683,0.5
7.02,0.994067,0.195044,0.195044,1.34386,0.499351,0.5
7.02,0.994067,0.195044,0.195044,1.34386,0.499351,0.5
7.04,0.994067,0.195044,0.195044,1.37322,0.53782,0.5
7.04,0.994067,0.195044,0.195044,1.37322,0.53782,0.5
7.05,0.994067,0.195044,0.195044,1.38769,0.556974,0.5
7.05,0.695676,0.272251,0.272251,1.38769,0.556974,0.5
7.06,0.695676,0.272251,0.272251,1.40202,0.576073,0.5
7.06,0.695676,0.272251,0.272251,1.40202,0.576073,0.6
7.08,0.695676,0.272251,0.272251,1.43027,0.614096,0.6
7.08,0.695676,0.272251,0.272251,1.43027,0.614096,0.6
7.1,0.695676,0.272251,0.272251,1.45794,0.651873,0.6
7.1,0.844725,0.364229,0.364229,1.45794,0.651873,0.7
7.12,0.844725,0.364229,0.364229,1.48503,0.68939,0.7
7.12,0.844725,0.364229,0.364229,1.48503,0.68939,0.7
7.14,0.844725,0.364229,0.364229,1.51152,0.726631,0.7
7.14,0.844725,0.364229,0.364229,1.51152,0.726631,0.7
7.15,0.844725,0.364229,0.364229,1.52454,0.745143,0.7
7.15,-0.278704,0.31118,0.31118,1.52454,0.745143,0.7
7.16,-0.278704,0.31118,0.31118,1.53741,0.763581,0.7
7.16,-0.278704,0.31118,0.31118,1.53741,0.763581,0.8
7.18,-0.278704,0.31118,0.31118,1.56269,0.800226,0.8
7.18,-0.278704,0.31118,0.31118,1.56269,0.800226,0.8
7.2,-0.278704,0.31118,0.31118,1.58734,0.83655,0.8
7.2,0.603774,0.371092,0.371092,1.58734,0.83655,0.8
7.22,0.603774,0.371092,0.371092,1.61135,0.87254,0.8
7.22,0.603774,0.371092,0.371092,1.61135,0.87254,0.9
7.24,0.603774,0.371092,0.371092,1.63472,0.908181,0.9
7.24,0.603774,0.371092,0.371092,1.63472,0.908181,0.9
7.25,0.603774,0.371092,0.371092,1.64616,0.925867,0.9
7.25,-1.79125,0.128631,0.128631,1.64616,0.925867,0.9
7.26,-1.79125,0.128631,0.128631,1.65744,0.943459,0.9
7.26,-1.79125,0.128631,0.128631,1.65744,0.943459,0.9
7.28,-1.79125,0.128631,0.128631,1.67949,0.97836,0.9
7.28,-1.79125,0.128631,0.128631,1.67949,0.97836,1
7.3,-1.79125,0.128631,0.128631,1.70087,1.01287,1
7.3,0.711538,0.211142,0.211142,1.70087,1.01287,1
7.32,0.711538,0.211142,0.211142,1.72157,1.04697,1
7.32,0.711538,0.211142,0.211142,1.72157,1.04697,1
7.34,0.711538,0.211142,0.211142,1.74159,1.08066,1
7.34,0.711538,0.211142,0.211142,1.74159,1.08066,1.1
7.35,0.711538,0.211142,0.211142,1.75133,1.09734,1.1
7.35,1.74187,0.418318,0.418318,1.75133,1.09734,1.1
7.36,1.74187,0.418318,0.418318,1.7609,1.11391,1.1
7.36,1.74187,0.418318,0.418318,1.7609,1.11391,1.1
7.38,1.74187,0.418318,0.418318,1.77952,1.14672,1.1
7.38,1.74187,0.418318,0.418318,1.77952,1.14672,1.1
7.4,1.74187,0.418318,0.418318,1.79742,1.17907,1.1
7.4,-0.249605,0.366202,0.366202,1.79742,1.17907,1.2
7.42,-0.249605,0.366202,0.366202,1.8146,1.21094,1.2
7.42,-0.249605,0.366202,0.366202,1.8146,1.21094,1.2
7.44,-0.249605,0.366202,0.366202,1.83105,1.24234,1.2
7.44,-0.249605,0.366202,0.366202,1.83105,1.24234,1.2
7.45,-0.249605,0.366202,0.366202,1.83901,1.25785,1.2
7.45,0.014474,0.349701,0.349701,1.83901,1.25785,1.2
7.46,0.014474,0.349701,0.349701,1.84678,1.27323,1.2
7.46,0.014474,0.349701,0.349701,1.84678,1.27323,1.3
7.48,0.014474,0.349701,0.349701,1.86176,1.30362,1.3
7.48,0.014474,0.349701,0.349701,1.86176,1.30362,1.3
7.5,0.014474,0.349701,0.349701,1.876,1.33348,1.3
7.5,2.7558,0.676691,0.5,1.876,1.33348,1.3
7.52,2.7558,0.676691,0.5,1.88949,1.36282,1.3
7.52,2.7558,0.676691,0.5,1.88949,1.36282,1.4
7.54,2.7558,0.676691,0.5,1.90222,1.3916,1.4
7.54,2.7558,0.676691,0.5,1.90222,1.3916,1.4
7.55,2.7558,0.676691,0.5,1.9083,1.40579,1.4
7.55,-0.28069,0.60777,0.5,1.9083,1.40579,1.4
7.56,-0.28069,0.60777,0.5,1.9142,1.41983,1.4
7.56,-0.28069,0.60777,0.5,1.9142,1.41983,1.4
7.58,-0.28069,0.60777,0.5,1.9254,1.44749,1.4
7.58,-0.28069,0.60777,0.5,1.9254,1.44749,1.4
7.6,-0.28069,0.60777,0.5,1.93584,1.47458,1.4
7.6,0.254746,0.609225,0.5,1.93584,1.47458,1.5
7.62,0.254746,0.609225,0.5,1.9455,1.50107,1.5
7.62,0.254746,0.609225,0.5,1.9455,1.50107,1.5
7.64,0.254746,0.609225,0.5,1.95439,1.52696,1.5
7.64,0.254746,0.609225,0.5,1.95439,1.52696,1.5
7.65,0.254746,0.609225,0.5,1.95854,1.53968,1.5
7.65,1.0687,0.712351,0.5,1.95854,1.53968,1.5
7.66,1.0687,0.712351,0.5,1.96249,1.55225,1.5
7.66,1.0687,0.712351,0.5,1.96249,1.55225,1.6
7.68,1.0687,0.712351,0.5,1.96981,1.57691,1.6
7.68,1.0687,0.712351,0.5,1.96981,1.57691,1.6
7.7,1.0687,0.712351,0.5,1.97634,1.60094,1.6
7.7,-1.23239,0.522685,0.5,1.97634,1.60094,1.6
7.72,-1.23239,0.522685,0.5,1.98208,1.62433,1.6
7.72,-1.23239,0.522685,0.5,1.98208,1.62433,1.6
7.74,-1.23239,0.522685,0.5,1.98702,1.64707,1.6
7.74,-1.23239,0.522685,0.5,1.98702,1.64707,1.6
7.75,-1.23239,0.522685,0.5,1.9892,1.65819,1.6
7.75,0.398951,0.546419,0.5,1.9892,1.65819,1.6
7.76,0.398951,0.546419,0.5,1.99117,1.66915,1.6
7.76,0.398951,0.546419,0.5,1.99117,1.66915,1.7
7.78,0.398951,0.546419,0.5,1.99453,1.69056,1.7
7.78,0.398951,0.546419,0.5,1.99453,1.69056,1.7
7.8,0.398951,0.546419,0.5,1.99709,1.7113,1.7
7.8,1.626,0.722349,0.5,1.99709,1.7113,1.7
7.82,1.626,0.722349,0.5,1.99885,1.73136,1.7
7.82,1.626,0.722349,0.5,1.99885,1.73136,1.7
7.84,1.626,0.722349,0.5,1.9998,1.75072,1.7
7.84,1.626,0.722349,0.5,1.9998,1.75072,1.8
7.85,1.626,0.722349,0.5,1.99998,1.76013,1.8
7.85,0.602177,0.761503,0.5,1.99998,1.76013,1.8
7.86,0.602177,0.761503,0.5,1.99996,1.76938,1.8
7.86,0.602177,0.761503,0.5,1.99996,1.76938,1.8
7.88,0.602177,0.761503,0.5,1.99932,1.78733,1.8
7.88,0.602177,0.761503,0.5,1.99932,1.78733,1.8
7.9,0.602177,0.761503,0.5,1.99788,1.80457,1.8
7.9,0.295377,0.76035,0.5,1.99788,1.80457,1.8
7.92,0.295377,0.76035,0.5,1.99564,1.82108,1.8
7.92,0.295377,0.76035,0.5,1.99564,1.82108,1.8
7.94,0.295377,0.76035,0.5,1.99261,1.83687,1.8
7.94,0.295377,0.76035,0.5,1.99261,1.83687,1.8
7.95,0.295377,0.76035,0.5,1.99079,1.84449,1.8
7.95,-2.28461,0.436756,0.436756,1.99079,1.84449,1.8
7.96,-2.28461,0.436756,0.436756,1.98877,1.85192,1.8
7.96,-2.28461,0.436756,0.436756,1.98877,1.85192,1.9
7.98,-2.28461,0.436756,0.436756,1.98414,1.86624,1.9
7.98,-2.28461,0.436756,0.436756,1.98414,1.86624,1.9
8,-2.28461,0.436756,0.436756,1.97872,1.8798,1.9
8,-1.59045,0.216112,0.216112,1.97872,1.8798,1.9
8.02,-1.59045,0.216112,0.216112,1.9725,1.89262,1.9
8.02,-1.59045,0.216112,0.216112,1.9725,1.89262,1.9
8.04,-1.59045,0.216112,0.216112,1.9655,1.90467,1.9
8.04,-1.59045,0.216112,0.216112,1.9655,1.90467,1.9
8.05,-1.59045,0.216112,0.216112,1.9617,1.91042,1.9
8.05,-2.89446,-0.156502,-0.156502,1.9617,1.91042,1.9
8.06,-2.89446,-0.156502,-0.156502,1.95771,1.91597,1.9
8.06,-2.89446,-0.156502,-0.156502,1.95771,1.91597,1.9
8.08,-2.89446,-0.156502,-0.156502,1.94913,1.9265,1.9
8.08,-2.89446,-0.156502,-0.156502,1.94913,1.9265,1.9
8.1,-2.89446,-0.156502,-0.156502,1.93978,1.93625,1.9
8.1,-1.41136,-0.325096,-0.325096,1.93978,1.93625,1.9
8.12,-1.41136,-0.325096,-0.325096,1.92965,1.94524,1.9
8.12,-1.41136,-0.325096,-0.325096,1.92965,1.94524,1.9
8.14,-1.41136,-0.325096,-0.325096,1.91875,1.95344,1.9
8.14,-1.41136,-0.325096,-0.325096,1.91875,1.95344,2
8.15,-1.41136,-0.325096,-0.325096,1.91301,1.95725,2
8.15,0.459386,-0.251418,-0.251418,1.91301,1.95725,2
8.16,0.459386,-0.251418,-0.251418,1.90708,1.96087,2
8.16,0.459386,-0.251418,-0.251418,1.90708,1.96087,2
8.18,0.459386,-0.251418,-0.251418,1.89465,1.96751,2
8.18,0.459386,-0.251418,-0.251418,1.89465,1.96751,2
8.2,0.459386,-0.251418,-0.251418,1.88146,1.97336,2
8.2,-0.0948638,-0.250705,-0.250705,1.88146,1.97336,2
8.22,-0.0948638,-0.250705,-0.250705,1.86752,1.97842,2
8.22,-0.0948638,-0.250705,-0.250705,1.86752,1.97842,2
8.24,-0.0948638,-0.250705,-0.250705,1.85283,1.9827,2
8.24,-0.0948638,-0.250705,-0.250705,1.85283,1.9827,2
8.25,-0.0948638,-0.250705,-0.250705,1.84521,1.98453,2
8.25,-1.37363,-0.409874,-0.409874,1.84521,1.98453,2
8.26,-1.37363,-0.409874,-0.409874,1.8374,1.98618,2
8.26,-1.37363,-0.409874,-0.409874,1.8374,1.98618,2
8.28,-1.37363,-0.409874,-0.409874,1.82124,1.98886,2
8.28,-1.37363,-0.409874,-0.409874,1.82124,1.98886,2
8.3,-1.37363,-0.409874,-0.409874,1.80434,1.99075,2
8.3,3.41913,0.0380112,0.0380112,1.80434,1.99075,2
8.32,3.41913,0.0380112,0.0380112,1.78673,1.99184,2
8.32,3.41913,0.0380112,0.0380112,1.78673,1.99184,2
8.34,3.41913,0.0380112,0.0380112,1.7684,1.99214,2
8.34,3.41913,0.0380112,0.0380112,1.7684,1.99214,2
8.35,3.41913,0.0380112,0.0380112,1.75897,1.99199,2
8.35,-0.833594,-0.0680886,-0.0680886,1.75897,1.99199,2
8.36,-0.833594,-0.0680886,-0.0680886,1.74936,1.99164,2
8.36,-0.833594,-0.0680886,-0.0680886,1.74936,1.99164,2
8.38,-0.833594,-0.0680886,-0.0680886,1.72963,1.99034,2
8.38,-0.833594,-0.0680886,-0.0680886,1.72963,1.99034,2
8.4,-0.833594,-0.0680886,-0.0680886,1.7092,1.98825,2
8.4,0.0992518,-0.0522777,-0.0522777,1.7092,1.98825,2
8.42,0.0992518,-0.0522777,-0.0522777,1.68809,1.98536,2
8.42,0.0992518,-0.0522777,-0.0522777,1.68809,1.98536,2
8.44,0.0992518,-0.0522777,-0.0522777,1.6663,1.98168,2
8.44,0.0992518,-0.0522777,-0.0522777,1.6663,1.98168,2
8.45,0.0992518,-0.0522777,-0.0522777,1.65515,1.97954,2
8.45,0.00415759,-0.0491441,-0.0491441,1.65515,1.97954,2
8.46,0.00415759,-0.0491441,-0.0491441,1.64384,1.9772,2
8.46,0.00415759,-0.0491441,-0.0491441,1.64384,1.9772,2
8.48,0.00415759,-0.0491441,-0.0491441,1.62073,1.97193,2
8.48,0.00415759,-0.0491441,-0.0491441,1.62073,1.97193,2
8.5,0.00415759,-0.0491441,-0.0491441,1.59697,1.96588,2
8.5,0.249348,-0.0155184,-0.0155184,1.59697,1.96588,2
8.52,0.249348,-0.0155184,-0.0155184,1.57258,1.95904,2
8.52,0.249348,-0.0155184,-0.0155184,1.57258,1.95904,2
8.54,0.249348,-0.0155184,-0.0155184,1.54755,1.95141,2
8.54,0.249348,-0.0155184,-0.0155184,1.54755,1.95141,2
8.55,0.249348,-0.0155184,-0.0155184,1.5348,1.94731,2
8.55,1.2329,0.13937,0.13937,1.5348,1.94731,2
8.56,1.2329,0.13937,0.13937,1.5219,1.94301,2
8.56,1.2329,0.13937,0.13937,1.5219,1.94301,1.9
8.58,1.2329,0.13937,0.13937,1.49565,1.93382,1.9
8.58,1.2329,0.13937,0.13937,1.49565,1.93382,1.9
8.6,1.2329,0.13937,0.13937,1.46879,1.92387,1.9
8.6,-3.21258,-0.269172,-0.269172,1.46879,1.92387,1.9
8.62,-3.21258,-0.269172,-0.269172,1.44135,1.91314,1.9
8.62,-3.21258,-0.269172,-0.269172,1.44135,1.91314,1.9
8.64,-3.21258,-0.269172,-0.269172,1.41334,1.90165,1.9
8.64,-3.21258,-0.269172,-0.269172,1.41334,1.90165,1.9
8.65,-3.21258,-0.269172,-0.269172,1.39911,1.89562,1.9
8.65,-2.17619,-0.527736,-0.5,1.39911,1.89562,1.9
8.66,-2.17619,-0.527736,-0.5,1.38475,1.8894,1.9
8.66,-2.17619,-0.527736,-0.5,1.38475,1.8894,1.9
8.68,-2.17619,-0.527736,-0.5,1.35562,1.87639,1.9
8.68,-2.17619,-0.527736,-0.5,1.35562,1.87639,1.9
8.7,-2.17619,-0.527736,-0.5,1.32594,1.86264,1.9
8.7,-2.39299,-0.800473,-0.5,1.32594,1.86264,1.9
8.72,-2.39299,-0.800473,-0.5,1.29573,1.84813,1.9
8.72,-2.39299,-0.800473,-0.5,1.29573,1.84813,1.8
8.74,-2.39299,-0.800473,-0.5,1.265,1.83289,1.8
8.74,-2.39299,-0.800473,-0.5,1.265,1.83289,1.8
8.75,-2.39299,-0.800473,-0.5,1.24945,1.82499,1.8
8.75,0.54715,-0.692056,-0.5,1.24945,1.82499,1.8
8.76,0.54715,-0.692056,-0.5,1.23377,1.81691,1.8
8.76,0.54715,-0.692056,-0.5,1.23377,1.81691,1.8
8.78,0.54715,-0.692056,-0.5,1.20204,1.80021,1.8
8.78,0.54715,-0.692056,-0.5,1.20204,1.80021,1.8
8.8,0.54715,-0.692056,-0.5,1.16983,1.78279,1.8
8.8,-0.0205779,-0.660025,-0.5,1.16983,1.78279,1.8
8.82,-0.0205779,-0.660025,-0.5,1.13716,1.76466,1.8
8.82,-0.0205779,-0.660025,-0.5,1.13716,1.76466,1.8
8.84,-0.0205779,-0.660025,-0.5,1.10403,1.74582,1.8
8.84,-0.0205779,-0.660025,-0.5,1.10403,1.74582,1.7
8.85,-0.0205779,-0.660025,-0.5,1.0873,1.73613,1.7
8.85,-0.0261474,-0.630292,-0.5,1.0873,1.73613,1.7
8.86,-0.0261474,-0.630292,-0.5,1.07046,1.72628,1.7
8.86,-0.0261474,-0.630292,-0.5,1.07046,1.72628,1.7
8.88,-0.0261474,-0.630292,-0.5,1.03646,1.70605,1.7
8.88,-0.0261474,-0.630292,-0.5,1.03646,1.70605,1.7
8.9,-0.0261474,-0.630292,-0.5,1.00204,1.68513,1.7
8.9,0.090083,-0.587517,-0.5,1.00204,1.68513,1.7
8.92,0.090083,-0.587517,-0.5,0.967226,1.66355,1.7
8.92,0.090083,-0.587517,-0.5,0.967226,1.66355,1.7
8.94,0.090083,-0.587517,-0.5,0.932024,1.6413,1.7
8.94,0.090083,-0.587517,-0.5,0.932024,1.6413,1.6
8.95,0.090083,-0.587517,-0.5,0.914282,1.62992,1.6
8.95,1.58934,-0.359474,-0.359474,0.914282,1.62992,1.6
8.96,1.58934,-0.359474,-0.359474,0.896449,1.61839,1.6
8.96,1.58934,-0.359474,-0.359474,0.896449,1.61839,1.6
8.98,1.58934,-0.359474,-0.359474,0.860515,1.59483,1.6
8.98,1.58934,-0.359474,-0.359474,0.860515,1.59483,1.6
9,1.58934,-0.359474,-0.359474,0.824237,1.57064,1.6
9,-0.533243,-0.408156,-0.408156,0.824237,1.57064,1.6
9.02,-0.533243,-0.408156,-0.408156,0.787629,1.54582,1.6
9.02,-0.533243,-0.408156,-0.408156,0.787629,1.54582,1.5
9.04,-0.533243,-0.408156,-0.408156,0.750707,1.52038,1.5
9.04,-0.533243,-0.408156,-0.408156,0.750707,1.52038,1.5
9.05,-0.533243,-0.408156,-0.408156,0.732132,1.50743,1.5
9.05,-2.31339,-0.676922,-0.5,0.732132,1.50743,1.5
9.06,-2.31339,-0.676922,-0.5,0.713484,1.49433,1.5
9.06,-2.31339,-0.676922,-0.5,0.713484,1.49433,1.5
9.08,-2.31339,-0.676922,-0.5,0.675975,1.46768,1.5
9.08,-2.31339,-0.676922,-0.5,0.675975,1.46768,1.5
9.1,-2.31339,-0.676922,-0.5,0.638197,1.44045,1.5
9.1,-1.49224,-0.829606,-0.5,0.638197,1.44045,1.4
9.12,-1.49224,-0.829606,-0.5,0.600163,1.41264,1.4
9.12,-1.49224,-0.829606,-0.5,0.600163,1.41264,1.4
9.14,-1.49224,-0.829606,-0.5,0.561889,1.38427,1.4
9.14,-1.49224,-0.829606,-0.5,0.561889,1.38427,1.4
9.15,-1.49224,-0.829606,-0.5,0.542666,1.36987,1.4
9.15,-1.62601,-0.991377,-0.5,0.542666,1.36987,1.4
9.16,-1.62601,-0.991377,-0.5,0.52339,1.35534,1.4
9.16,-1.62601,-0.991377,-0.5,0.52339,1.35534,1.4
9.18,-1.62601,-0.991377,-0.5,0.484682,1.32587,1.4
9.18,-1.62601,-0.991377,-0.5,0.484682,1.32587,1.3
9.2,-1.62601,-0.991377,-0.5,0.44578,1.29587,1.3
9.2,-1.90234,-1.1796,-0.5,0.44578,1.29587,1.3
9.22,-1.90234,-1.1796,-0.5,0.4067,1.26535,1.3
9.22,-1.90234,-1.1796,-0.5,0.4067,1.26535,1.3
9.24,-1.90234,-1.1796,-0.5,0.367457,1.23433,1.3
9.24,-1.90234,-1.1796,-0.5,0.367457,1.23433,1.2
9.25,-1.90234,-1.1796,-0.5,0.347779,1.21863,1.2
9.25,0.106005,-1.10737,-0.5,0.347779,1.21863,1.2
9.26,0.106005,-1.10737,-0.5,0.328067,1.20281,1.2
9.26,0.106005,-1.10737,-0.5,0.328067,1.20281,1.2
9.28,0.106005,-1.10737,-0.5,0.288545,1.17081,1.2
9.28,0.106005,-1.10737,-0.5,0.288545,1.17081,1.2
9.3,0.106005,-1.10737,-0.5,0.248909,1.13834,1.2
9.3,-2.2173,-1.32916,-0.5,0.248909,1.13834,1.1
9.32,-2.2173,-1.32916,-0.5,0.209173,1.10542,1.1
9.32,-2.2173,-1.32916,-0.5,0.209173,1.10542,1.1
9.34,-2.2173,-1.32916,-0.5,0.169353,1.07206,1.1
9.34,-2.2173,-1.32916,-0.5,0.169353,1.07206,1.1
9.35,-2.2173,-1.32916,-0.5,0.149417,1.05521,1.1
9.35,-0.389402,-1.31138,-0.5,0.149417,1.05521,1.1
9.36,-0.389402,-1.31138,-0.5,0.129465,1.03826,1.1
9.36,-0.389402,-1.31138,-0.5,0.129465,1.03826,1
9.38,-0.389402,-1.31138,-0.5,0.089526,1.00405,1
9.38,-0.389402,-1.31138,-0.5,0.089526,1.00405,1
9.4,-0.389402,-1.31138,-0.5,0.0495508,0.969441,1
9.4,1.91524,-1.00641,-0.5,0.0495508,0.969441,1
9.42,1.91524,-1.00641,-0.5,0.00955589,0.934443,1
9.42,1.91524,-1.00641,-0.5,0.00955589,0.934443,0.9
9.44,1.91524,-1.00641,-0.5,-0.0304429,0.899071,0.9
9.44,1.91524,-1.00641,-0.5,-0.0304429,0.899071,0.9
9.45,1.91524,-1.00641,-0.5,-0.0504387,0.881249,0.9
9.45,-1.77102,-1.17747,-0.5,-0.0504387,0.881249,0.9
9.46,-1.77102,-1.17747,-0.5,-0.0704295,0.863338,0.9
9.46,-1.77102,-1.17747,-0.5,-0.0704295,0.863338,0.9
9.48,-1.77102,-1.17747,-0.5,-0.110388,0.827261,0.9
9.48,-1.77102,-1.17747,-0.5,-0.110388,0.827261,0.8
9.5,-1.77102,-1.17747,-0.5,-0.150302,0.790853,0.8
9.5,-0.546044,-1.18685,-0.5,-0.150302,0.790853,0.8
9.52,-0.546044,-1.18685,-0.5,-0.190156,0.754129,0.8
9.52,-0.546044,-1.18685,-0.5,-0.190156,0.754129,0.8
9.54,-0.546044,-1.18685,-0.5,-0.229935,0.717103,0.8
9.54,-0.546044,-1.18685,-0.5,-0.229935,0.717103,0.7
9.55,-0.546044,-1.18685,-0.5,-0.24979,0.698481,0.7
9.55,-1.41334,-1.30417,-0.5,-0.24979,0.698481,0.7
9.56,-1.41334,-1.30417,-0.5,-0.269621,0.679789,0.7
9.56,-1.41334,-1.30417,-0.5,-0.269621,0.679789,0.7
9.58,-1.41334,-1.30417,-0.5,-0.309199,0.642204,0.7
9.58,-1.41334,-1.30417,-0.5,-0.309199,0.642204,0.6
9.6,-1.41334,-1.30417,-0.5,-0.348654,0.604363,0.6
9.6,-1.62351,-1.4419,-0.5,-0.348654,0.604363,0.6
9.62,-1.62351,-1.4419,-0.5,-0.387969,0.566279,0.6
9.62,-1.62351,-1.4419,-0.5,-0.387969,0.566279,0.6
9.64,-1.62351,-1.4419,-0.5,-0.427129,0.527969,0.6
9.64,-1.62351,-1.4419,-0.5,-0.427129,0.527969,0.5
9.65,-1.62351,-1.4419,-0.5,-0.446646,0.508734,0.5
9.65,2.00268,-1.11947,-0.5,-0.446646,0.508734,0.5
9.66,2.00268,-1.11947,-0.5,-0.466118,0.489448,0.5
9.66,2.00268,-1.11947,-0.5,-0.466118,0.489448,0.5
9.68,2.00268,-1.11947,-0.5,-0.504921,0.450731,0.5
9.68,2.00268,-1.11947,-0.5,-0.504921,0.450731,0.5
9.7,2.00268,-1.11947,-0.5,-0.543521,0.411834,0.5
9.7,-0.951665,-1.18246,-0.5,-0.543521,0.411834,0.4
9.72,-0.951665,-1.18246,-0.5,-0.581905,0.372772,0.4
9.72,-0.951665,-1.18246,-0.5,-0.581905,0.372772,0.4
9.74,-0.951665,-1.18246,-0.5,-0.620055,0.333561,0.4
9.74,-0.951665,-1.18246,-0.5,-0.620055,0.333561,0.3
9.75,-0.951665,-1.18246,-0.5,-0.639038,0.313904,0.3
9.75,-1.75152,-1.34227,-0.5,-0.639038,0.313904,0.3
9.76,-1.75152,-1.34227,-0.5,-0.657958,0.294216,0.3
9.76,-1.75152,-1.34227,-0.5,-0.657958,0.294216,0.3
9.78,-1.75152,-1.34227,-0.5,-0.695597,0.254754,0.3
9.78,-1.75152,-1.34227,-0.5,-0.695597,0.254754,0.3
9.8,-1.75152,-1.34227,-0.5,-0.732958,0.21519,0.3
9.8,-1.65242,-1.48171,-0.5,-0.732958,0.21519,0.2
9.82,-1.65242,-1.48171,-0.5,-0.770026,0.17554,0.2
9.82,-1.65242,-1.48171,-0.5,-0.770026,0.17554,0.2
9.84,-1.65242,-1.48171,-0.5,-0.806786,0.13582,0.2
9.84,-1.65242,-1.48171,-0.5,-0.806786,0.13582,0.1
9.85,-1.65242,-1.48171,-0.5,-0.825046,0.115938,0.1
9.85,-1.09711,-1.54477,-0.5,-0.825046,0.115938,0.1
9.86,-1.09711,-1.54477,-0.5,-0.843224,0.0960445,0.1
9.86,-1.09711,-1.54477,-0.5,-0.843224,0.0960445,0.1
9.88,-1.09711,-1.54477,-0.5,-0.879323,0.0562315,0.1
9.88,-1.09711,-1.54477,-0.5,-0.879323,0.0562315,0.1
9.9,-1.09711,-1.54477,-0.5,-0.915072,0.016396,0.1
9.9,0.258571,-1.43521,-0.5,-0.915072,0.016396,0
9.92,0.258571,-1.43521,-0.5,-0.950454,-0.0234461,0
9.92,0.258571,-1.43521,-0.5,-0.950454,-0.0234461,-0
9.94,0.258571,-1.43521,-0.5,-0.985456,-0.0632788,-0
