"time","u1"
3.997,-1
3.998,-1
3.999,-1
4,-1
4.001,-1
4.002,-1
4.003,-1
4.004,-1
4.005,-1
4.006,-1
4.007,-1
4.008,-1
4.009,-1
4.01,-1
4.011,-1
4.012,-1
4.013,-1
4.014,-1
4.015,-1
4.016,-1
4.017,-1
4.018,-1
4.019,-1
4.02,-1
4.021,-1
4.022,-1
4.023,-1
4.024,-1
4.025,-1
4.026,-1
4.027,-1
4.028,-1
4.029,-1
4.03,-1
4.031,-1
4.032,-1
4.033,-1
4.034,-1
4.035,-1
4.036,-1
4.037,-1
4.038,-1
4.039,-1
4.04,-1
4.041,-1
4.042,-1
4.043,-1
4.044,-1
4.045,-1
4.046,-1
4.047,-1
4.048,-1
4.049,-1
4.05,-1
4.051,-1
4.052,-1
4.053,-1
4.054,-1
4.055,-1
4.056,-1
4.057,-1
4.058,-1
4.059,-1
4.06,-1
4.061,-1
4.062,-1
4.063,-1
4.064,-1
4.065,-1
4.066,-1
4.067,-1
4.068,-1
4.069,-1
4.07,-1
4.071,-1
4.072,-1
4.073,-1
4.074,-1
4.075,-1
4.076,-1
4.077,-1
4.078,-1
4.079,-1
4.08,-1
4.081,-1
4.082,-1
4.083,-1
4.084,-1
4.085,-1
4.086,-1
4.087,-1
4.088,-1
4.089,-1
4.09,-1
4.091,-1
4.092,-1
4.093,-1
4.094,-1
4.095,-1
4.096,-1
4.097,-1
4.098,-1
4.099,-1
4.1,-1
4.101,-1
4.102,-1
4.103,-1
4.104,-1
4.105,-1
4.106,-1
4.107,-1
4.108,-1
4.109,-1
4.11,-1
4.111,-1
4.112,-1
4.113,-1
4.114,-1
4.115,-1
4.116,-1
4.117,-1
4.118,-1
4.119,-1
4.12,-1
4.121,-1
4.122,-1
4.123,-1
4.124,-1
4.125,-1
4.126,-1
4.127,-1
4.128,-1
4.129,-1
4.13,-1
4.131,-1
4.132,-1
4.133,-1
4.134,-1
4.135,-1
4.136,-1
4.137,-1
4.138,-1
4.139,-1
4.14,-1
4.141,-1
4.142,-1
4.143,-1
4.144,-1
4.145,-1
4.146,-1
4.147,-1
4.148,-1
4.149,-1
4.15,-1
4.151,-1
4.152,-1
4.153,-1
4.154,-1
4.155,-1
4.156,-1
4.157,-1
4.158,-1
4.159,-1
4.16,-1
4.161,-1
4.162,-1
4.163,-1
4.164,-1
4.165,-1
4.166,-1
4.167,-1
4.168,-1
4.169,-1
4.17,-1
4.171,-1
4.172,-1
4.173,-1
4.174,-1
4.175,-1
4.176,-1
4.177,-1
4.178,-1
4.179,-1
4.18,-1
4.181,-1
4.182,-1
4.183,-1
4.184,-1
4.185,-1
4.186,-1
4.187,-1
4.188,-1
4.189,-1
4.19,-1
4.191,-1
4.192,-1
4.193,-1
4.194,-1
4.195,-1
4.196,-1
4.197,-1
4.198,-1
4.199,-1
4.2,-1
4.201,-1
4.202,-1
4.203,-1
4.204,-1
4.205,-1
4.206,-1
4.207,-1
4.208,-1
4.209,-1
4.21,-1
4.211,-1
4.212,-1
4.213,-1
4.214,-1
4.215,-1
4.216,-1
4.217,-1
4.218,-1
4.219,-1
4.22,-1
4.221,-1
4.222,-1
4.223,-1
4.224,-1
4.225,-1
4.226,-1
4.227,-1
4.228,-1
4.229,-1
4.23,-1
4.231,-1
4.232,-1
4.233,-1
4.234,-1
4.235,-1
4.236,-1
4.237,-1
4.238,-1
4.239,-1
4.24,-1
4.241,-1
4.242,-1
4.243,-1
4.244,-1
4.245,-1
4.246,-1
4.247,-1
4.248,-1
4.249,-1
4.25,-1
4.251,-1
4.252,-1
4.253,-1
4.254,-1
4.255,-1
4.256,-1
4.257,-1
4.258,-1
4.259,-1
4.26,-1
4.261,-1
4.262,-1
4.263,-1
4.264,-1
4.265,-1
4.266,-1
4.267,-1
4.268,-1
4.269,-1
4.27,-1
4.271,-1
4.272,-1
4.273,-1
4.274,-1
4.275,-1
4.276,-1
4.277,-1
4.278,-1
4.279,-1
4.28,-1
4.281,-1
4.282,-1
4.283,-1
4.284,-1
4.285,-1
4.286,-1
4.287,-1
4.288,-1
4.289,-1
4.29,-1
4.291,-1
4.292,-1
4.293,-1
4.294,-1
4.295,-1
4.296,-1
4.297,-1
4.298,-1
4.299,-1
4.3,-1
4.301,-1
4.302,-1
4.303,-1
4.304,-1
4.305,-1
4.306,-1
4.307,-1
4.308,-1
4.309,-1
4.31,-1
4.311,-1
4.312,-1
4.313,-1
4.314,-1
4.315,-1
4.316,-1
4.317,-1
4.318,-1
4.319,-1
4.32,-1
4.321,-1
4.322,-1
4.323,-1
4.324,-1
4.325,-1
4.326,-1
4.327,-1
4.328,-1
4.329,-1
4.33,-1
4.331,-1
4.332,-1
4.333,-1
4.334,-1
4.335,-1
4.336,-1
4.337,-1
4.338,-1
4.339,-1
4.34,-1
4.341,-1
4.342,-1
4.343,-1
4.344,-1
4.345,-1
4.346,-1
4.347,-1
4.348,-1
4.349,-1
4.35,-1
4.351,-1
4.352,-1
4.353,-1
4.354,-1
4.355,-1
4.356,-1
4.357,-1
4.358,-1
4.359,-1
4.36,-1
4.361,-1
4.362,-1
4.363,-1
4.364,-1
4.365,-1
4.366,-1
4.367,-1
4.368,-1
4.369,-1
4.37,-1
4.371,-1
4.372,-1
4.373,-1
4.374,-1
4.375,-1
4.376,-1
4.377,-1
4.378,-1
4.379,-1
4.38,-1
4.381,-1
4.382,-1
4.383,-1
4.384,-1
4.385,-1
4.386,-1
4.387,-1
4.388,-1
4.389,-1
4.39,-1
4.391,-1
4.392,-1
4.393,-1
4.394,-1
4.395,-1
4.396,-1
4.397,-1
4.398,-1
4.399,-1
4.4,-1
4.401,-1
4.402,-1
4.403,-1
4.404,-1
4.405,-1
4.406,-1
4.407,-1
4.408,-1
4.409,-1
4.41,-1
4.411,-1
4.412,-1
4.413,-1
4.414,-1
4.415,-1
4.416,-1
4.417,-1
4.418,-1
4.419,-1
4.42,-1
4.421,-1
4.422,-1
4.423,-1
4.424,-1
4.425,-1
4.426,-1
4.427,-1
4.428,-1
4.429,-1
4.43,-1
4.431,-1
4.432,-1
4.433,-1
4.434,-1
4.435,-1
4.436,-1
4.437,-1
4.438,-1
4.439,-1
4.44,-1
4.441,-1
4.442,-1
4.443,-1
4.444,-1
4.445,-1
4.446,-1
4.447,-1
4.448,-1
4.449,-1
4.45,-1
4.451,-1
4.452,-1
4.453,-1
4.454,-1
4.455,-1
4.456,-1
4.457,-1
4.458,-1
4.459,-1
4.46,-1
4.461,-1
4.462,-1
4.463,-1
4.464,-1
4.465,-1
4.466,-1
4.467,-1
4.468,-1
4.469,-1
4.47,-1
4.471,-1
4.472,-1
4.473,-1
4.474,-1
4.475,-1
4.476,-1
4.477,-1
4.478,-1
4.479,-1
4.48,-1
4.481,-1
4.482,-1
4.483,-1
4.484,-1
4.485,-1
4.486,-1
4.487,-1
4.488,-1
4.489,-1
4.49,-1
4.491,-1
4.492,-1
4.493,-1
4.494,-1
4.495,-1
4.496,-1
4.497,-1
4.498,-1
4.499,-1
4.5,-1
4.501,-1
4.502,-1
4.503,-1
4.504,-1
4.505,-1
4.506,-1
4.507,-1
4.508,-1
4.509,-1
4.51,-1
4.511,-1
4.512,-1
4.513,-1
4.514,-1
4.515,-1
4.516,-1
4.517,-1
4.518,-1
4.519,-1
4.52,-1
4.521,-1
4.522,-1
4.523,-1
4.524,-1
4.525,-1
4.526,-1
4.527,-1
4.528,-1
4.529,-1
4.53,-1
4.531,-1
4.532,-1
4.533,-1
4.534,-1
4.535,-1
4.536,-1
4.537,-1
4.538,-1
4.539,-1
4.54,-1
4.541,-1
4.542,-1
4.543,-1
4.544,-1
4.545,-1
4.546,-1
4.547,-1
4.548,-1
4.549,-1
4.55,-1
4.551,-1
4.552,-1
4.553,-1
4.554,-1
4.555,-1
4.556,-1
4.557,-1
4.558,-1
4.559,-1
4.56,-1
4.561,-1
4.562,-1
4.563,-1
4.564,-1
4.565,-1
4.566,-1
4.567,-1
4.568,-1
4.569,-1
4.57,-1
4.571,-1
4.572,-1
4.573,-1
4.574,-1
4.575,-1
4.576,-1
4.577,-1
4.578,-1
4.579,-1
4.58,-1
4.581,-1
4.582,-1
4.583,-1
4.584,-1
4.585,-1
4.586,-1
4.587,-1
4.588,-1
4.589,-1
4.59,-1
4.591,-1
4.592,-1
4.593,-1
4.594,-1
4.595,-1
4.596,-1
4.597,-1
4.598,-1
4.599,-1
4.6,-1
4.601,-1
4.602,-1
4.603,-1
4.604,-1
4.605,-1
4.606,-1
4.607,-1
4.608,-1
4.609,-1
4.61,-1
4.611,-1
4.612,-1
4.613,-1
4.614,-1
4.615,-1
4.616,-1
4.617,-1
4.618,-1
4.619,-1
4.62,-1
4.621,-1
4.622,-1
4.623,-1
4.624,-1
4.625,-1
4.626,-1
4.627,-1
4.628,-1
4.629,-1
4.63,-1
4.631,-1
4.632,-1
4.633,-1
4.634,-1
4.635,-1
4.636,-1
4.637,-1
4.638,-1
4.639,-1
4.64,-1
4.641,-1
4.642,-1
4.643,-1
4.644,-1
4.645,-1
4.646,-1
4.647,-1
4.648,-1
4.649,-1
4.65,-1
4.651,-1
4.652,-1
4.653,-1
4.654,-1
4.655,-1
4.656,-1
4.657,-1
4.658,-1
4.659,-1
4.66,-1
4.661,-1
4.662,-1
4.663,-1
4.664,-1
4.665,-1
4.666,-1
4.667,-1
4.668,-1
4.669,-1
4.67,-1
4.671,-1
4.672,-1
4.673,-1
4.674,-1
4.675,-1
4.676,-1
4.677,-1
4.678,-1
4.679,-1
4.68,-1
4.681,-1
4.682,-1
4.683,-1
4.684,-1
4.685,-1
4.686,-1
4.687,-1
4.688,-1
4.689,-1
4.69,-1
4.691,-1
4.692,-1
4.693,-1
4.694,-1
4.695,-1
4.696,-1
4.697,-1
4.698,-1
4.699,-1
4.7,-1
4.701,-1
4.702,-1
4.703,-1
4.704,-1
4.705,-1
4.706,-1
4.707,-1
4.708,-1
4.709,-1
4.71,-1
4.711,-1
4.712,-1
4.713,-1
4.714,-1
4.715,-1
4.716,-1
4.717,-1
4.718,-1
4.719,-1
4.72,-1
4.721,-1
4.722,-1
4.723,-1
4.724,-1
4.725,-1
4.726,-1
4.727,-1
4.728,-1
4.729,-1
4.73,-1
4.731,-1
4.732,-1
4.733,-1
4.734,-1
4.735,-1
4.736,-1
4.737,-1
4.738,-1
4.739,-1
4.74,-1
4.741,-1
4.742,-1
4.743,-1
4.744,-1
4.745,-1
4.746,-1
4.747,-1
4.748,-1
4.749,-1
4.75,-1
4.751,-1
4.752,-1
4.753,-1
4.754,-1
4.755,-1
4.756,-1
4.757,-1
4.758,-1
4.759,-1
4.76,-1
4.761,-1
4.762,-1
4.763,-1
4.764,-1
4.765,-1
4.766,-1
4.767,-1
4.768,-1
4.769,-1
4.77,-1
4.771,-1
4.772,-1
4.773,-1
4.774,-1
4.775,-1
4.776,-1
4.777,-1
4.778,-1
4.779,-1
4.78,-1
4.781,-1
4.782,-1
4.783,-1
4.784,-1
4.785,-1
4.786,-1
4.787,-1
4.788,-1
4.789,-1
4.79,-1
4.791,-1
4.792,-1
4.793,-1
4.794,-1
4.795,-1
4.796,-1
4.797,-1
4.798,-1
4.799,-1
4.8,-1
4.801,-1
4.802,-1
4.803,-1
4.804,-1
4.805,-1
4.806,-1
4.807,-1
4.808,-1
4.809,-1
4.81,-1
4.811,-1
4.812,-1
4.813,-1
4.814,-1
4.815,-1
4.816,-1
4.817,-1
4.818,-1
4.819,-1
4.82,-1
4.821,-1
4.822,-1
4.823,-1
4.824,-1
4.825,-1
4.826,-1
4.827,-1
4.828,-1
4.829,-1
4.83,-1
4.831,-1
4.832,-1
4.833,-1
4.834,-1
4.835,-1
4.836,-1
4.837,-1
4.838,-1
4.839,-1
4.84,-1
4.841,-1
4.842,-1
4.843,-1
4.844,-1
4.845,-1
4.846,-1
4.847,-1
4.848,-1
4.849,-1
4.85,-1
4.851,-1
4.852,-1
4.853,-1
4.854,-1
4.855,-1
4.856,-1
4.857,-1
4.858,-1
4.859,-1
4.86,-1
4.861,-1
4.862,-1
4.863,-1
4.864,-1
4.865,-1
4.866,-1
4.867,-1
4.868,-1
4.869,-1
4.87,-1
4.871,-1
4.872,-1
4.873,-1
4.874,-1
4.875,-1
4.876,-1
4.877,-1
4.878,-1
4.879,-1
4.88,-1
4.881,-1
4.882,-1
4.883,-1
4.884,-1
4.885,-1
4.886,-1
4.887,-1
4.888,-1
4.889,-1
4.89,-1
4.891,-1
4.892,-1
4.893,-1
4.894,-1
4.895,-1
4.896,-1
4.897,-1
4.898,-1
4.899,-1
4.9,-1
4.901,-1
4.902,-1
4.903,-1
4.904,-1
4.905,-1
4.906,-1
4.907,-1
4.908,-1
4.909,-1
4.91,-1
4.911,-1
4.912,-1
4.913,-1
4.914,-1
4.915,-1
4.916,-1
4.917,-1
4.918,-1
4.919,-1
4.92,-1
4.921,-1
4.922,-1
4.923,-1
4.924,-1
4.925,-1
4.926,-1
4.927,-1
4.928,-1
4.929,-1
4.93,-1
4.931,-1
4.932,-1
4.933,-1
4.934,-1
4.935,-1
4.936,-1
4.937,-1
4.938,-1
4.939,-1
4.94,-1
4.941,-1
4.942,-1
4.943,-1
4.944,-1
4.945,-1
4.946,-1
4.947,-1
4.948,-1
4.949,-1
4.95,-1
4.951,-1
4.952,-1
4.953,-1
4.954,-1
4.955,-1
4.956,-1
4.957,-1
4.958,-1
4.959,-1
4.96,-1
4.961,-1
4.962,-1
4.963,-1
4.964,-1
4.965,-1
4.966,-1
4.967,-1
4.968,-1
4.969,-1
4.97,-1
4.971,-1
4.972,-1
4.973,-1
4.974,-1
4.975,-1
4.976,-1
4.977,-1
4.978,-1
4.979,-1
4.98,-1
4.981,-1
4.982,-1
4.983,-1
4.984,-1
4.985,-1
4.986,-1
4.987,-1
4.988,-1
4.989,-1
4.99,-1
4.991,-1
4.992,-1
4.993,-1
4.994,-1
4.995,-1
4.996,-1
4.997,-1
4.998,-1
4.999,1
5,1
5.001,1
5.002,1
5.003,1
5.004,1
5.005,1
5.006,1
5.007,1
5.008,1
5.009,1
5.01,1
5.011,1
5.012,1
5.013,1
5.014,1
5.015,1
5.016,1
5.017,1
5.018,1
5.019,1
5.02,1
5.021,1
5.022,1
5.023,1
5.024,1
5.025,1
5.026,1
5.027,1
5.028,1
5.029,1
5.03,1
5.031,1
5.032,1
5.033,1
5.034,1
5.035,1
5.036,1
5.037,1
5.038,1
5.039,1
5.04,1
5.041,1
5.042,1
5.043,1
5.044,1
5.045,1
5.046,1
5.047,1
5.048,1
5.049,1
5.05,1
5.051,1
5.052,1
5.053,1
5.054,1
5.055,1
5.056,1
5.057,1
5.058,1
5.059,1
5.06,1
5.061,1
5.062,1
5.063,1
5.064,1
5.065,1
5.066,1
5.067,1
5.068,1
5.069,1
5.07,1
5.071,1
5.072,1
5.073,1
5.074,1
5.075,1
5.076,1
5.077,1
5.078,1
5.079,1
5.08,1
5.081,1
5.082,1
5.083,1
5.084,1
5.085,1
5.086,1
5.087,1
5.088,1
5.089,1
5.09,1
5.091,1
5.092,1
5.093,1
5.094,1
5.095,1
5.096,1
5.097,1
5.098,1
5.099,1
5.1,1
5.101,1
5.102,1
5.103,1
5.104,1
5.105,1
5.106,1
5.107,1
5.108,1
5.109,1
5.11,1
5.111,1
5.112,1
5.113,1
5.114,1
5.115,1
5.116,1
5.117,1
5.118,1
5.119,1
5.12,1
5.121,1
5.122,1
5.123,1
5.124,1
5.125,1
5.126,1
5.127,1
5.128,1
5.129,1
5.13,1
5.131,1
5.132,1
5.133,1
5.134,1
5.135,1
5.136,1
5.137,1
5.138,1
5.139,1
5.14,1
5.141,1
5.142,1
5.143,1
5.144,1
5.145,1
5.146,1
5.147,1
5.148,1
5.149,1
5.15,1
5.151,1
5.152,1
5.153,1
5.154,1
5.155,1
5.156,1
5.157,1
5.158,1
5.159,1
5.16,1
5.161,1
5.162,1
5.163,1
5.164,1
5.165,1
5.166,1
5.167,1
5.168,1
5.169,1
5.17,1
5.171,1
5.172,1
5.173,1
5.174,1
5.175,1
5.176,1
5.177,1
5.178,1
5.179,1
5.18,1
5.181,1
5.182,1
5.183,1
5.184,1
5.185,1
5.186,1
5.187,1
5.188,1
5.189,1
5.19,1
5.191,1
5.192,1
5.193,1
5.194,1
5.195,1
5.196,1
5.197,1
5.198,1
5.199,1
5.2,1
5.201,1
5.202,1
5.203,1
5.204,1
5.205,1
5.206,1
5.207,1
5.208,1
5.209,1
5.21,1
5.211,1
5.212,1
5.213,1
5.214,1
5.215,1
5.216,1
5.217,1
5.218,1
5.219,1
5.22,1
5.221,1
5.222,1
5.223,1
5.224,1
5.225,1
5.226,1
5.227,1
5.228,1
5.229,1
5.23,1
5.231,1
5.232,1
5.233,1
5.234,1
5.235,1
5.236,1
5.237,1
5.238,1
5.239,1
5.24,1
5.241,1
5.242,1
5.243,1
5.244,1
5.245,1
5.246,1
5.247,1
5.248,1
5.249,1
5.25,1
5.251,1
5.252,1
5.253,1
5.254,1
5.255,1
5.256,1
5.257,1
5.258,1
5.259,1
5.26,1
5.261,1
5.262,1
5.263,1
5.264,1
5.265,1
5.266,1
5.267,1
5.268,1
5.269,1
5.27,1
5.271,1
5.272,1
5.273,1
5.274,1
5.275,1
5.276,1
5.277,1
5.278,1
5.279,1
5.28,1
5.281,1
5.282,1
5.283,1
5.284,1
5.285,1
5.286,1
5.287,1
5.288,1
5.289,1
5.29,1
5.291,1
5.292,1
5.293,1
5.294,1
5.295,1
5.296,1
5.297,1
5.298,1
5.299,1
5.3,1
5.301,1
5.302,1
5.303,1
5.304,1
5.305,1
5.306,1
5.307,1
5.308,1
5.309,1
5.31,1
5.311,1
5.312,1
5.313,1
5.314,1
5.315,1
5.316,1
5.317,1
5.318,1
5.319,1
5.32,1
5.321,1
5.322,1
5.323,1
5.324,1
5.325,1
5.326,1
5.327,1
5.328,1
5.329,1
5.33,1
5.331,1
5.332,1
5.333,1
5.334,1
5.335,1
5.336,1
5.337,1
5.338,1
5.339,1
5.34,1
5.341,1
5.342,1
5.343,1
5.344,1
5.345,1
5.346,1
5.347,1
5.348,1
5.349,1
5.35,1
5.351,1
5.352,1
5.353,1
5.354,1
5.355,1
5.356,1
5.357,1
5.358,1
5.359,1
5.36,1
5.361,1
5.362,1
5.363,1
5.364,1
5.365,1
5.366,1
5.367,1
5.368,1
5.369,1
5.37,1
5.371,1
5.372,1
5.373,1
5.374,1
5.375,1
5.376,1
5.377,1
5.378,1
5.379,1
5.38,1
5.381,1
5.382,1
5.383,1
5.384,1
5.385,1
5.386,1
5.387,1
5.388,1
5.389,1
5.39,1
5.391,1
5.392,1
5.393,1
5.394,1
5.395,1
5.396,1
5.397,1
5.398,1
5.399,1
5.4,1
5.401,1
5.402,1
5.403,1
5.404,1
5.405,1
5.406,1
5.407,1
5.408,1
5.409,1
5.41,1
5.411,1
5.412,1
5.413,1
5.414,1
5.415,1
5.416,1
5.417,1
5.418,1
5.419,1
5.42,1
5.421,1
5.422,1
5.423,1
5.424,1
5.425,1
5.426,1
5.427,1
5.428,1
5.429,1
5.43,1
5.431,1
5.432,1
5.433,1
5.434,1
5.435,1
5.436,1
5.437,1
5.438,1
5.439,1
5.44,1
5.441,1
5.442,1
5.443,1
5.444,1
5.445,1
5.446,1
5.447,1
5.448,1
5.449,1
5.45,1
5.451,1
5.452,1
5.453,1
5.454,1
5.455,1
5.456,1
5.457,1
5.458,1
5.459,1
5.46,1
5.461,1
5.462,1
5.463,1
5.464,1
5.465,1
5.466,1
5.467,1
5.468,1
5.469,1
5.47,1
5.471,1
5.472,1
5.473,1
5.474,1
5.475,1
5.476,1
5.477,1
5.478,1
5.479,1
5.48,1
5.481,1
5.482,1
5.483,1
5.484,1
5.485,1
5.486,1
5.487,1
5.488,1
5.489,1
5.49,1
5.491,1
5.492,1
5.493,1
5.494,1
5.495,1
5.496,1
5.497,1
5.498,1
5.499,1
5.5,1
5.501,1
5.502,1
5.503,1
5.504,1
5.505,1
5.506,1
5.507,1
5.508,1
5.509,1
5.51,1
5.511,1
5.512,1
5.513,1
5.514,1
5.515,1
5.516,1
5.517,1
5.518,1
5.519,1
5.52,1
5.521,1
5.522,1
5.523,1
5.524,1
5.525,1
5.526,1
5.527,1
5.528,1
5.529,1
5.53,1
5.531,1
5.532,1
5.533,1
5.534,1
5.535,1
5.536,1
5.537,1
5.538,1
5.539,1
5.54,1
5.541,1
5.542,1
5.543,1
5.544,1
5.545,1
5.546,1
5.547,1
5.548,1
5.549,1
5.55,1
5.551,1
5.552,1
5.553,1
5.554,1
5.555,1
5.556,1
5.557,1
5.558,1
5.559,1
5.56,1
5.561,1
5.562,1
5.563,1
5.564,1
5.565,1
5.566,1
5.567,1
5.568,1
5.569,1
5.57,1
5.571,1
5.572,1
5.573,1
5.574,1
5.575,1
5.576,1
5.577,1
5.578,1
5.579,1
5.58,1
5.581,1
5.582,1
5.583,1
5.584,1
5.585,1
5.586,1
5.587,1
5.588,1
5.589,1
5.59,1
5.591,1
5.592,1
5.593,1
5.594,1
5.595,1
5.596,1
5.597,1
5.598,1
5.599,1
5.6,1
5.601,1
5.602,1
5.603,1
5.604,1
5.605,1
5.606,1
5.607,1
5.608,1
5.609,1
5.61,1
5.611,1
5.612,1
5.613,1
5.614,1
5.615,1
5.616,1
5.617,1
5.618,1
5.619,1
5.62,1
5.621,1
5.622,1
5.623,1
5.624,1
5.625,1
5.626,1
5.627,1
5.628,1
5.629,1
5.63,1
5.631,1
5.632,1
5.633,1
5.634,1
5.635,1
5.636,1
5.637,1
5.638,1
5.639,1
5.64,1
5.641,1
5.642,1
5.643,1
5.644,1
5.645,1
5.646,1
5.647,1
5.648,1
5.649,1
5.65,1
5.651,1
5.652,1
5.653,1
5.654,1
5.655,1
5.656,1
5.657,1
5.658,1
5.659,1
5.66,1
5.661,1
5.662,1
5.663,1
5.664,1
5.665,1
5.666,1
5.667,1
5.668,1
5.669,1
5.67,1
5.671,1
5.672,1
5.673,1
5.674,1
5.675,1
5.676,1
5.677,1
5.678,1
5.679,1
5.68,1
5.681,1
5.682,1
5.683,1
5.684,1
5.685,1
5.686,1
5.687,1
5.688,1
5.689,1
5.69,1
5.691,1
5.692,1
5.693,1
5.694,1
5.695,1
5.696,1
5.697,1
5.698,1
5.699,1
5.7,1
5.701,1
5.702,1
5.703,1
5.704,1
5.705,1
5.706,1
5.707,1
5.708,1
5.709,1
5.71,1
5.711,1
5.712,1
5.713,1
5.714,1
5.715,1
5.716,1
5.717,1
5.718,1
5.719,1
5.72,1
5.721,1
5.722,1
5.723,1
5.724,1
5.725,1
5.726,1
5.727,1
5.728,1
5.729,1
5.73,1
5.731,1
5.732,1
5.733,1
5.734,1
5.735,1
5.736,1
5.737,1
5.738,1
5.739,1
5.74,1
5.741,1
5.742,1
5.743,1
5.744,1
5.745,1
5.746,1
5.747,1
5.748,1
5.749,1
5.75,1
5.751,1
5.752,1
5.753,1
5.754,1
5.755,1
5.756,1
5.757,1
5.758,1
5.759,1
5.76,1
5.761,1
5.762,1
5.763,1
5.764,1
5.765,1
5.766,1
5.767,1
5.768,1
5.769,1
5.77,1
5.771,1
5.772,1
5.773,1
5.774,1
5.775,1
5.776,1
5.777,1
5.778,1
5.779,1
5.78,1
5.781,1
5.782,1
5.783,1
5.784,1
5.785,1
5.786,1
5.787,1
5.788,1
5.789,1
5.79,1
5.791,1
5.792,1
5.793,1
5.794,1
5.795,1
5.796,1
5.797,1
5.798,1
5.799,1
5.8,1
5.801,1
5.802,1
5.803,1
5.804,1
5.805,1
5.806,1
5.807,1
5.808,1
5.809,1
5.81,1
5.811,1
5.812,1
5.813,1
5.814,1
5.815,1
5.816,1
5.817,1
5.818,1
5.819,1
5.82,1
5.821,1
5.822,1
5.823,1
5.824,1
5.825,1
5.826,1
5.827,1
5.828,1
5.829,1
5.83,1
5.831,1
5.832,1
5.833,1
5.834,1
5.835,1
5.836,1
5.837,1
5.838,1
5.839,1
5.84,1
5.841,1
5.842,1
5.843,1
5.844,1
5.845,1
5.846,1
5.847,1
5.848,1
5.849,1
5.85,1
5.851,1
5.852,1
5.853,1
5.854,1
5.855,1
5.856,1
5.857,1
5.858,1
5.859,1
5.86,1
5.861,1
5.862,1
5.863,1
5.864,1
5.865,1
5.866,1
5.867,1
5.868,1
5.869,1
5.87,1
5.871,1
5.872,1
5.873,1
5.874,1
5.875,1
5.876,1
5.877,1
5.878,1
5.879,1
5.88,1
5.881,1
5.882,1
5.883,1
5.884,1
5.885,1
5.886,1
5.887,1
5.888,1
5.889,1
5.89,1
5.891,1
5.892,1
5.893,1
5.894,1
5.895,1
5.896,1
5.897,1
5.898,1
5.899,1
5.9,1
5.901,1
5.902,1
5.903,1
5.904,1
5.905,1
5.906,1
5.907,1
5.908,1
5.909,1
5.91,1
5.911,1
5.912,1
5.913,1
5.914,1
5.915,1
5.916,1
5.917,1
5.918,1
5.919,1
5.92,1
5.921,1
5.922,1
5.923,1
5.924,1
5.925,1
5.926,1
5.927,1
5.928,1
5.929,1
5.93,1
5.931,1
5.932,1
5.933,1
5.934,1
5.935,1
5.936,1
5.937,1
5.938,1
5.939,1
5.94,1
5.941,1
5.942,1
5.943,1
5.944,1
5.945,1
5.946,1
5.947,1
5.948,1
5.949,1
5.95,1
5.951,1
5.952,1
5.953,1
5.954,1
5.955,1
5.956,1
5.957,1
5.958,1
5.959,1
5.96,1
5.961,1
5.962,1
5.963,1
5.964,1
5.965,1
5.966,1
5.967,1
5.968,1
5.969,1
5.97,1
5.971,1
5.972,1
5.973,1
5.974,1
5.975,1
5.976,1
5.977,1
5.978,1
5.979,1
5.98,1
5.981,1
5.982,1
5.983,1
5.984,1
5.985,1
5.986,1
5.987,1
5.988,1
5.989,1
5.99,1
5.991,1
5.992,1
5.993,1
5.994,1
5.995,1
5.996,1
5.997,1
5.998,1
5.999,1
6,1
6.001,1
6.002,1
6.003,1
6.004,1
6.005,1
6.006,1
6.007,1
6.008,1
6.009,1
6.01,1
6.011,1
6.012,1
6.013,1
6.014,1
6.015,1
6.016,1
6.017,1
6.018,1
6.019,1
6.02,1
6.021,1
6.022,1
6.023,1
6.024,1
6.025,1
6.026,1
6.027,1
6.028,1
6.029,1
6.03,1
6.031,1
6.032,1
6.033,1
6.034,1
6.035,1
6.036,1
6.037,1
6.038,1
6.039,1
6.04,1
6.041,1
6.042,1
6.043,1
6.044,1
6.045,1
6.046,1
6.047,1
6.048,1
6.049,1
6.05,1
6.051,1
6.052,1
6.053,1
6.054,1
6.055,1
6.056,1
6.057,1
6.058,1
6.059,1
6.06,1
6.061,1
6.062,1
6.063,1
6.064,1
6.065,1
6.066,1
6.067,1
6.068,1
6.069,1
6.07,1
6.071,1
6.072,1
6.073,1
6.074,1
6.075,1
6.076,1
6.077,1
6.078,1
6.079,1
6.08,1
6.081,1
6.082,1
6.083,1
6.084,1
6.085,1
6.086,1
6.087,1
6.088,1
6.089,1
6.09,1
6.091,1
6.092,1
6.093,1
6.094,1
6.095,1
6.096,1
6.097,1
6.098,1
6.099,1
6.1,1
6.101,1
6.102,1
6.103,1
6.104,1
6.105,1
6.106,1
6.107,1
6.108,1
6.109,1
6.11,1
6.111,1
6.112,1
6.113,1
6.114,1
6.115,1
6.116,1
6.117,1
6.118,1
6.119,1
6.12,1
6.121,1
6.122,1
6.123,1
6.124,1
6.125,1
6.126,1
6.127,1
6.128,1
6.129,1
6.13,1
6.131,1
6.132,1
6.133,1
6.134,1
6.135,1
6.136,1
6.137,1
6.138,1
6.139,1
6.14,1
6.141,1
6.142,1
6.143,1
6.144,1
6.145,1
6.146,1
6.147,1
6.148,1
6.149,1
6.15,1
6.151,1
6.152,1
6.153,1
6.154,1
6.155,1
6.156,1
6.157,1
6.158,1
6.159,1
6.16,1
6.161,1
6.162,1
