"time","x","der_x_","k"
0.823,0.439534,-0.439534,1
0.823,0.439094,-0.439094,1
0.824,0.439094,-0.439094,1
0.824,0.438655,-0.438655,1
0.825,0.438655,-0.438655,1
0.825,0.438217,-0.438217,1
0.826,0.438217,-0.438217,1
0.826,0.437779,-0.437779,1
0.827,0.437779,-0.437779,1
0.827,0.437341,-0.437341,1
0.828,0.437341,-0.437341,1
0.828,0.436904,-0.436904,1
0.829,0.436904,-0.436904,1
0.829,0.436467,-0.436467,1
0.83,0.436467,-0.436467,1
0.83,0.436031,-0.436031,1
0.831,0.436031,-0.436031,1
0.831,0.435595,-0.435595,1
0.832,0.435595,-0.435595,1
0.832,0.43516,-0.43516,1
0.833,0.43516,-0.43516,1
0.833,0.434725,-0.434725,1
0.834,0.434725,-0.434725,1
0.834,0.43429,-0.43429,1
0.835,0.43429,-0.43429,1
0.835,0.433856,-0.433856,1
0.836,0.433856,-0.433856,1
0.836,0.433423,-0.433423,1
0.837,0.433423,-0.433423,1
0.837,0.432989,-0.432989,1
0.838,0.432989,-0.432989,1
0.838,0.432557,-0.432557,1
0.839,0.432557,-0.432557,1
0.839,0.432124,-0.432124,1
0.84,0.432124,-0.432124,1
0.84,0.431692,-0.431692,1
0.841,0.431692,-0.431692,1
0.841,0.431261,-0.431261,1
0.842,0.431261,-0.431261,1
0.842,0.43083,-0.43083,1
0.843,0.43083,-0.43083,1
0.843,0.430399,-0.430399,1
0.844,0.430399,-0.430399,1
0.844,0.429969,-0.429969,1
0.845,0.429969,-0.429969,1
0.845,0.429539,-0.429539,1
0.846,0.429539,-0.429539,1
0.846,0.42911,-0.42911,1
0.847,0.42911,-0.42911,1
0.847,0.428681,-0.428681,1
0.848,0.428681,-0.428681,1
0.848,0.428252,-0.428252,1
0.849,0.428252,-0.428252,1
0.849,0.427824,-0.427824,1
0.85,0.427824,-0.427824,1
0.85,0.427397,-0.427397,1
0.851,0.427397,-0.427397,1
0.851,0.42697,-0.42697,1
0.852,0.42697,-0.42697,1
0.852,0.426543,-0.426543,1
0.853,0.426543,-0.426543,1
0.853,0.426116,-0.426116,1
0.854,0.426116,-0.426116,1
0.854,0.425691,-0.425691,1
0.855,0.425691,-0.425691,1
0.855,0.425265,-0.425265,1
0.856,0.425265,-0.425265,1
0.856,0.42484,-0.42484,1
0.857,0.42484,-0.42484,1
0.857,0.424415,-0.424415,1
0.858,0.424415,-0.424415,1
0.858,0.423991,-0.423991,1
0.859,0.423991,-0.423991,1
0.859,0.423567,-0.423567,1
0.86,0.423567,-0.423567,1
0.86,0.423144,-0.423144,1
0.861,0.423144,-0.423144,1
0.861,0.422721,-0.422721,1
0.862,0.422721,-0.422721,1
0.862,0.422298,-0.422298,1
0.863,0.422298,-0.422298,1
0.863,0.421876,-0.421876,1
0.864,0.421876,-0.421876,1
0.864,0.421455,-0.421455,1
0.865,0.421455,-0.421455,1
0.865,0.421033,-0.421033,1
0.866,0.421033,-0.421033,1
0.866,0.420612,-0.420612,1
0.867,0.420612,-0.420612,1
0.867,0.420192,-0.420192,1
0.868,0.420192,-0.420192,1
0.868,0.419772,-0.419772,1
0.869,0.419772,-0.419772,1
0.869,0.419353,-0.419353,1
0.87,0.419353,-0.419353,1
0.87,0.418933,-0.418933,1
0.871,0.418933,-0.418933,1
0.871,0.418515,-0.418515,1
0.872,0.418515,-0.418515,1
0.872,0.418096,-0.418096,1
0.873,0.418096,-0.418096,1
0.873,0.417678,-0.417678,1
0.874,0.417678,-0.417678,1
0.874,0.417261,-0.417261,1
0.875,0.417261,-0.417261,1
0.875,0.416844,-0.416844,1
0.876,0.416844,-0.416844,1
0.876,0.416427,-0.416427,1
0.877,0.416427,-0.416427,1
0.877,0.416011,-0.416011,1
0.878,0.416011,-0.416011,1
0.878,0.415595,-0.415595,1
0.879,0.415595,-0.415595,1
0.879,0.41518,-0.41518,1
0.88,0.41518,-0.41518,1
0.88,0.414765,-0.414765,1
0.881,0.414765,-0.414765,1
0.881,0.41435,-0.41435,1
0.882,0.41435,-0.41435,1
0.882,0.413936,-0.413936,1
0.883,0.413936,-0.413936,1
0.883,0.413522,-0.413522,1
0.884,0.413522,-0.413522,1
0.884,0.413109,-0.413109,1
0.885,0.413109,-0.413109,1
0.885,0.412696,-0.412696,1
0.886,0.412696,-0.412696,1
0.886,0.412283,-0.412283,1
0.887,0.412283,-0.412283,1
0.887,0.411871,-0.411871,1
0.888,0.411871,-0.411871,1
0.888,0.41146,-0.41146,1
0.889,0.41146,-0.41146,1
0.889,0.411048,-0.411048,1
0.89,0.411048,-0.411048,1
0.89,0.410637,-0.410637,1
0.891,0.410637,-0.410637,1
0.891,0.410227,-0.410227,1
0.892,0.410227,-0.410227,1
0.892,0.409817,-0.409817,1
0.893,0.409817,-0.409817,1
0.893,0.409407,-0.409407,1
0.894,0.409407,-0.409407,1
0.894,0.408998,-0.408998,1
0.895,0.408998,-0.408998,1
0.895,0.408589,-0.408589,1
0.896,0.408589,-0.408589,1
0.896,0.408181,-0.408181,1
0.897,0.408181,-0.408181,1
0.897,0.407773,-0.407773,1
0.898,0.407773,-0.407773,1
0.898,0.407365,-0.407365,1
0.899,0.407365,-0.407365,1
0.899,0.406958,-0.406958,1
0.9,0.406958,-0.406958,1
0.9,0.406551,-0.406551,1
0.901,0.406551,-0.406551,1
0.901,0.406145,-0.406145,1
0.902,0.406145,-0.406145,1
0.902,0.405739,-0.405739,1
0.903,0.405739,-0.405739,1
0.903,0.405333,-0.405333,1
0.904,0.405333,-0.405333,1
0.904,0.404928,-0.404928,1
0.905,0.404928,-0.404928,1
0.905,0.404524,-0.404524,1
0.906,0.404524,-0.404524,1
0.906,0.404119,-0.404119,1
0.907,0.404119,-0.404119,1
0.907,0.403715,-0.403715,1
0.908,0.403715,-0.403715,1
0.908,0.403312,-0.403312,1
0.909,0.403312,-0.403312,1
0.909,0.402909,-0.402909,1
0.91,0.402909,-0.402909,1
0.91,0.402506,-0.402506,1
0.911,0.402506,-0.402506,1
0.911,0.402104,-0.402104,1
0.912,0.402104,-0.402104,1
0.912,0.401702,-0.401702,1
0.913,0.401702,-0.401702,1
0.913,0.4013,-0.4013,1
0.914,0.4013,-0.4013,1
0.914,0.400899,-0.400899,1
0.915,0.400899,-0.400899,1
0.915,0.400498,-0.400498,1
0.916,0.400498,-0.400498,1
0.916,0.400098,-0.400098,1
0.917,0.400098,-0.400098,1
0.917,0.399698,-0.399698,1
0.918,0.399698,-0.399698,1
0.918,0.399299,-0.399299,1
0.919,0.399299,-0.399299,1
0.919,0.398899,-0.398899,1
0.92,0.398899,-0.398899,1
0.92,0.398501,-0.398501,1
0.921,0.398501,-0.398501,1
0.921,0.398102,-0.398102,1
0.922,0.398102,-0.398102,1
0.922,0.397704,-0.397704,1
0.923,0.397704,-0.397704,1
0.923,0.397307,-0.397307,1
0.924,0.397307,-0.397307,1
0.924,0.39691,-0.39691,1
0.925,0.39691,-0.39691,1
0.925,0.396513,-0.396513,1
0.926,0.396513,-0.396513,1
0.926,0.396117,-0.396117,1
0.927,0.396117,-0.396117,1
0.927,0.395721,-0.395721,1
0.928,0.395721,-0.395721,1
0.928,0.395325,-0.395325,1
0.929,0.395325,-0.395325,1
0.929,0.39493,-0.39493,1
0.93,0.39493,-0.39493,1
0.93,0.394535,-0.394535,1
0.931,0.394535,-0.394535,1
0.931,0.394141,-0.394141,1
0.932,0.394141,-0.394141,1
0.932,0.393747,-0.393747,1
0.933,0.393747,-0.393747,1
0.933,0.393353,-0.393353,1
0.934,0.393353,-0.393353,1
0.934,0.39296,-0.39296,1
0.935,0.39296,-0.39296,1
0.935,0.392568,-0.392568,1
0.936,0.392568,-0.392568,1
0.936,0.392175,-0.392175,1
0.937,0.392175,-0.392175,1
0.937,0.391783,-0.391783,1
0.938,0.391783,-0.391783,1
0.938,0.391392,-0.391392,1
0.939,0.391392,-0.391392,1
0.939,0.391,-0.391,1
0.94,0.391,-0.391,1
0.94,0.390609,-0.390609,1
0.941,0.390609,-0.390609,1
0.941,0.390219,-0.390219,1
0.942,0.390219,-0.390219,1
0.942,0.389829,-0.389829,1
0.943,0.389829,-0.389829,1
0.943,0.389439,-0.389439,1
0.944,0.389439,-0.389439,1
0.944,0.38905,-0.38905,1
0.945,0.38905,-0.38905,1
0.945,0.388661,-0.388661,1
0.946,0.388661,-0.388661,1
0.946,0.388273,-0.388273,1
0.947,0.388273,-0.388273,1
0.947,0.387885,-0.387885,1
0.948,0.387885,-0.387885,1
0.948,0.387497,-0.387497,1
0.949,0.387497,-0.387497,1
0.949,0.38711,-0.38711,1
0.95,0.38711,-0.38711,1
0.95,0.386723,-0.386723,1
0.951,0.386723,-0.386723,1
0.951,0.386336,-0.386336,1
0.952,0.386336,-0.386336,1
0.952,0.38595,-0.38595,1
0.953,0.38595,-0.38595,1
0.953,0.385564,-0.385564,1
0.954,0.385564,-0.385564,1
0.954,0.385179,-0.385179,1
0.955,0.385179,-0.385179,1
0.955,0.384794,-0.384794,1
0.956,0.384794,-0.384794,1
0.956,0.384409,-0.384409,1
0.957,0.384409,-0.384409,1
0.957,0.384025,-0.384025,1
0.958,0.384025,-0.384025,1
0.958,0.383641,-0.383641,1
0.959,0.383641,-0.383641,1
0.959,0.383258,-0.383258,1
0.96,0.383258,-0.383258,1
0.96,0.382875,-0.382875,1
0.961,0.382875,-0.382875,1
0.961,0.382492,-0.382492,1
0.962,0.382492,-0.382492,1
0.962,0.382109,-0.382109,1
0.963,0.382109,-0.382109,1
0.963,0.381728,-0.381728,1
0.964,0.381728,-0.381728,1
0.964,0.381346,-0.381346,1
0.965,0.381346,-0.381346,1
0.965,0.380965,-0.380965,1
0.966,0.380965,-0.380965,1
0.966,0.380584,-0.380584,1
0.967,0.380584,-0.380584,1
0.967,0.380204,-0.380204,1
0.968,0.380204,-0.380204,1
0.968,0.379824,-0.379824,1
0.969,0.379824,-0.379824,1
0.969,0.379444,-0.379444,1
0.97,0.379444,-0.379444,1
0.97,0.379065,-0.379065,1
0.971,0.379065,-0.379065,1
0.971,0.378686,-0.378686,1
0.972,0.378686,-0.378686,1
0.972,0.378307,-0.378307,1
0.973,0.378307,-0.378307,1
0.973,0.377929,-0.377929,1
0.974,0.377929,-0.377929,1
0.974,0.377551,-0.377551,1
0.975,0.377551,-0.377551,1
0.975,0.377174,-0.377174,1
0.976,0.377174,-0.377174,1
0.976,0.376797,-0.376797,1
0.977,0.376797,-0.376797,1
0.977,0.37642,-0.37642,1
0.978,0.37642,-0.37642,1
0.978,0.376044,-0.376044,1
0.979,0.376044,-0.376044,1
0.979,0.375668,-0.375668,1
0.98,0.375668,-0.375668,1
0.98,0.375293,-0.375293,1
0.981,0.375293,-0.375293,1
0.981,0.374918,-0.374918,1
0.982,0.374918,-0.374918,1
0.982,0.374543,-0.374543,1
0.983,0.374543,-0.374543,1
0.983,0.374168,-0.374168,1
0.984,0.374168,-0.374168,1
0.984,0.373794,-0.373794,1
0.985,0.373794,-0.373794,1
0.985,0.373421,-0.373421,1
0.986,0.373421,-0.373421,1
0.986,0.373048,-0.373048,1
0.987,0.373048,-0.373048,1
0.987,0.372675,-0.372675,1
0.988,0.372675,-0.372675,1
0.988,0.372302,-0.372302,1
0.989,0.372302,-0.372302,1
0.989,0.37193,-0.37193,1
0.99,0.37193,-0.37193,1
0.99,0.371558,-0.371558,1
0.991,0.371558,-0.371558,1
0.991,0.371187,-0.371187,1
0.992,0.371187,-0.371187,1
0.992,0.370816,-0.370816,1
0.993,0.370816,-0.370816,1
0.993,0.370445,-0.370445,1
0.994,0.370445,-0.370445,1
0.994,0.370075,-0.370075,1
0.995,0.370075,-0.370075,1
0.995,0.369705,-0.369705,1
0.996,0.369705,-0.369705,1
0.996,0.369336,-0.369336,1
0.997,0.369336,-0.369336,1
0.997,0.368966,-0.368966,1
0.998,0.368966,-0.368966,1
0.998,0.368598,-0.368598,1
0.999,0.368598,-0.368598,1
0.999,0.368229,-0.368229,1
1,0.368229,-0.368229,1
1,0.367861,-0.367861,1
